Leading	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	imputed (0=no/1=yes)	LFQ intensity RNAi_2	imputed (0=no/1=yes)	LFQ intensity RNAi_3	imputed (0=no/1=yes)	LFQ intensity CONTROL_1	imputed (0=no/1=yes)	LFQ intensity CONTROL_2	imputed (0=no/1=yes)	LFQ intensity CONTROL_3	imputed (0=no/1=yes)	GlyGly (K) site positions
	FAF1	FAS-associated factor 1	8	8	Q9UNN5	Q9UNN5	8	8	8	73.953	13.8	0.121988	4.57E-01	30.2388	0	29.8173	0	30.1486	0	30.0409	0	29.799	0	29.9987	0	
	YWHAQ	14-3-3 protein theta	7	4	P27348	P27348	7	4	4	27.764	36.3	0.138166	7.86E-01	30.7221	0	29.8614	0	30.455	0	30.8617	0	29.4743	0	30.2879	0	
	CTNND1	Catenin delta-1	13	13	O60716	O60716	13	13	13	108.17	15.9	-0.153995	3.80E-01	29.8728	0	30.1424	0	29.6769	0	29.997	0	30.2062	0	29.9509	0	
	PDIA3	Protein disulfide-isomerase A3	12	12	P30101	P30101	12	12	12	56.782	25.1	-0.231312	9.33E-02	30.0065	0	29.9563	0	30.0962	0	30.4433	0	30.1305	0	30.1791	0	
	POLR2A	DNA-directed RNA polymerase II subunit RPB1	24	24	P24928	P24928	24	24	24	217.17	14.6	0.319469	2.65E-01	30.209	0	30.5461	0	30.7487	0	29.8906	0	30.1158	0	30.539	0	
	RAD18	E3 ubiquitin-protein ligase RAD18	12	12	Q9NS91	Q9NS91	12	12	12	56.222	23.2	-0.282788	9.29E-02	29.9668	0	29.5486	0	29.7221	0	30.1107	0	29.9654	0	30.0097	0	
	GDI2	Rab GDP dissociation inhibitor beta	14	14	P50395;P31150	P50395	14;5	14;5	14;5	50.663	33.5	-0.145672	3.47E-01	29.9568	0	30.1192	0	29.9987	0	29.9146	0	30.2973	0	30.2999	0	
	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	10	10	P08243	P08243	10	10	10	64.369	18.9	-0.368189	5.64E-02	29.7949	0	29.7118	0	29.8387	0	29.8848	0	30.3069	0	30.2582	0	
	MSN	Moesin	19	11	P26038	P26038	19	11	11	67.819	31.2	-0.0134137	8.62E-01	29.7229	0	29.8947	0	29.9292	0	29.9313	0	29.8213	0	29.8344	0	
	PA2G4	Proliferation-associated protein 2G4	11	11	Q9UQ80	Q9UQ80	11	11	11	43.786	26.6	-0.145053	6.04E-01	29.9534	0	29.7883	0	29.934	0	29.9422	0	30.5136	0	29.6549	0	
	PABPC4	Polyadenylate-binding protein 4	17	11	Q13310;P0CB38	Q13310	17;2	12;2	11;2	70.782	29.3	0.00968107	9.60E-01	30.0597	0	29.6216	0	30.1647	0	30.0661	0	29.8255	0	29.9254	0	
	STIP1	Stress-induced-phosphoprotein 1	10	10	P31948	P31948	10	10	10	62.639	20.4	-0.243761	6.90E-02	29.7446	0	29.6656	0	29.9151	0	29.9167	0	30.1416	0	29.9983	0	
	TCAF1	TRPM8 channel-associated factor 1	13	13	Q9Y4C2	Q9Y4C2	13	13	13	102.12	14	0.114173	4.24E-01	30.1437	0	29.8549	0	29.9618	0	30.023	0	29.6921	0	29.9028	0	
	RPS7	40S ribosomal protein S7	5	5	P62081	P62081	5	5	5	22.127	17.5	-0.209998	4.34E-01	30.1181	0	30.4177	0	29.9901	0	30.2016	0	30.7968	0	30.1574	0	
	KTN1	Kinectin	20	20	Q86UP2	Q86UP2	20	20	20	156.27	16.4	-0.734976	9.04E-02	30.2293	0	29.2748	0	29.2535	0	30.2372	0	30.2512	0	30.4741	0	
	IMPDH2	Inosine-5-monophosphate dehydrogenase 2	7	7	P12268	P12268	7	7	7	55.804	18.7	-0.294904	2.75E-01	29.7754	0	29.3634	0	30.1268	0	30.1666	0	30.0761	0	29.9076	0	
	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	O14929	O14929	6	6	6	49.512	17.4	0.052379	7.89E-01	30.0778	0	29.7052	0	30.2466	0	29.9217	0	29.8248	0	30.126	0	15
	AHCY	Adenosylhomocysteinase	9	9	P23526	P23526	9	9	9	47.716	19.9	0.0610638	5.40E-01	29.9825	0	30.1874	0	30.1795	0	29.9781	0	30.0103	0	30.1778	0	
	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	10	10	P22626	P22626	10	10	10	37.429	38.5	-0.536545	1.99E-01	30.1162	0	29.8746	0	29.1601	0	30.0514	0	30.6515	0	30.0576	0	
	DDX5	Probable ATP-dependent RNA helicase DDX5	8	4	P17844	P17844	8	8	4	69.147	13.5	-0.491591	5.59E-02	29.9047	0	29.4995	0	29.2761	0	30.0394	0	30.0427	0	30.0729	0	
	FANCD2	Fanconi anemia group D2 protein	13	13	Q9BXW9	Q9BXW9	13	13	13	166.46	9.4	-0.0958055	8.00E-01	30.4555	0	29.6645	0	29.5773	0	30.4305	0	29.7446	0	29.8096	0	561
	HNRNPF	Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed	7	5	P52597	P52597	7	7	5	45.671	25.3	-0.260687	5.87E-01	30.2467	0	29.6365	0	29.2309	0	30.0379	0	30.4966	0	29.3618	0	
	ILF2	Interleukin enhancer-binding factor 2	7	7	Q12905	Q12905	7	7	7	43.062	23.1	-0.089723	4.67E-01	30.0609	0	29.8825	0	30.1127	0	29.9392	0	30.1567	0	30.2294	0	
	TRIP12	E3 ubiquitin-protein ligase TRIP12	20	20	Q14669	Q14669	20	20	20	220.43	12.6	0.0414937	7.34E-01	30.235	0	30.2582	0	30.2092	0	30.0445	0	30.4144	0	30.119	0	
	NCL	Nucleolin	11	11	P19338	P19338	11	11	11	76.613	16.9	0.404661	7.37E-02	30.2898	0	29.7522	0	30.1398	0	29.5634	0	29.7389	0	29.6656	0	
	PCBP2	Poly(rC)-binding protein 2	5	3	Q15366	Q15366	5	5	3	38.58	18.1	-0.394706	5.52E-01	30.5601	0	29.9867	0	28.6655	0	30.4087	0	30.3251	0	29.6626	0	
	PSMD4	26S proteasome non-ATPase regulatory subunit 4	9	7	P55036	P55036	9	9	7	40.736	27.1	0.120523	4.37E-01	30.2211	0	29.8176	0	29.7895	0	29.8366	0	29.8222	0	29.8079	0	
	CKAP5	Cytoskeleton-associated protein 5	20	20	Q14008	Q14008	20	20	20	225.49	11.8	-0.172223	2.66E-01	30.1141	0	30.0646	0	30.3296	0	30.1759	0	30.3113	0	30.5377	0	
	TFIP11	Tuftelin-interacting protein 11	13	13	Q9UBB9	Q9UBB9	13	13	13	96.819	19.4	0.0564709	4.85E-01	29.7833	0	29.6926	0	29.8102	0	29.8154	0	29.5931	0	29.7081	0	
	TPI1	Triosephosphate isomerase	6	6	P60174	P60174	6	6	6	30.791	25.2	-0.36604	2.10E-01	29.8415	0	30.3739	0	29.6947	0	30.2321	0	30.1766	0	30.5994	0	
	TARS	Threonine--tRNA ligase, cytoplasmic	12	12	P26639;A2RTX5	P26639	12;1	12;1	12;1	83.434	16.9	-0.12362	7.91E-01	28.8564	0	30.1631	0	30.1258	0	29.7296	0	29.8068	0	29.9798	0	
	BAG6	Large proline-rich protein BAG6	13	13	P46379	P46379	13	13	13	119.41	15.4	0.00709025	9.56E-01	30.0868	0	29.762	0	29.9224	0	29.7638	0	29.9769	0	30.0092	0	
	PRMT1	Protein arginine N-methyltransferase 1	5	5	Q99873;Q9NR22	Q99873	5;2	5;2	5;2	41.515	11.9	0.233645	8.98E-02	29.9463	0	30.1616	0	30.2658	0	29.939	0	29.9354	0	29.7984	0	
	USP24	Ubiquitin carboxyl-terminal hydrolase 24	17	17	Q9UPU5	Q9UPU5	17	17	17	294.36	8.1	-0.0702655	6.05E-01	30.2186	0	30.0683	0	30.2165	0	30.1295	0	30.1166	0	30.4681	0	
	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	14	13	Q15029	Q15029	14	13	13	109.43	17.1	0.148265	3.89E-01	29.5809	0	29.9345	0	30.044	0	29.7886	0	29.5807	0	29.7454	0	
	ANXA5	Annexin A5	10	10	P08758	P08758	10	10	10	35.936	36.6	-0.0218417	9.63E-01	30.2627	0	29.4582	0	30.2037	0	29.4059	0	30.6244	0	29.9599	0	
	TCP1	T-complex protein 1 subunit alpha	11	11	P17987	P17987	11	11	11	60.343	25.4	0.0134824	9.07E-01	29.921	0	29.7724	0	29.9375	0	30.0072	0	29.6831	0	29.9001	0	
	BZW1	Basic leucine zipper and W2 domain-containing protein 1	9	8	Q7L1Q6	Q7L1Q6	9	9	8	48.043	19.6	0.00777308	9.52E-01	29.9862	0	29.8976	0	30.0026	0	29.7446	0	30.1532	0	29.9654	0	
	NONO	Non-POU domain-containing octamer-binding protein	13	12	Q15233	Q15233	13	12	12	54.231	38.9	0.0125281	9.25E-01	29.6929	0	30.0068	0	29.7252	0	29.6877	0	29.9413	0	29.7583	0	
	ANXA2;ANXA2P2	Annexin A2;Putative annexin A2-like protein	9	9	P07355;A6NMY6	P07355;A6NMY6	9;7	9;7	9;7	38.604	28.6	-0.350598	1.70E-01	29.6716	0	29.6797	0	29.6436	0	29.8538	0	30.4312	0	29.7617	0	
	NASP	Nuclear autoantigenic sperm protein	10	10	P49321	P49321	10	10	10	85.237	13.1	0.231515	3.40E-01	30.1783	0	29.7641	0	29.498	0	29.4329	0	29.7146	0	29.5983	0	
	TBC1D15	TBC1 domain family member 15	7	7	Q8TC07	Q8TC07	7	7	7	79.49	10.7	0.186818	2.39E-01	29.9467	0	29.6226	0	29.7852	0	29.7839	0	29.4526	0	29.5576	0	
	GNAI3	Guanine nucleotide-binding protein G(k) subunit alpha	6	3	P08754	P08754	6	6	3	40.532	15.8	0.140247	4.55E-01	29.9929	0	29.7141	0	30.0093	0	30.0042	0	29.5197	0	29.7717	0	
	ACACA	Acetyl-CoA carboxylase 1;Biotin carboxylase	21	21	Q13085;O00763	Q13085	21;3	21;3	21;3	265.55	10.1	0.245087	1.74E-01	30.129	0	30.1461	0	30.2834	0	30.0188	0	29.6686	0	30.1359	0	
	RCN1	Reticulocalbin-1	8	8	Q15293	Q15293	8	8	8	38.89	27.8	-0.00165558	9.78E-01	29.8272	0	29.7509	0	29.6846	0	29.6865	0	29.8112	0	29.7699	0	
	RPLP2	60S acidic ribosomal protein P2	5	5	P05387	P05387	5	5	5	11.665	69.6	0.230793	2.27E-01	29.7417	0	30.2946	0	30.0645	0	29.7719	0	29.8455	0	29.7909	0	
	SRP72	Signal recognition particle subunit SRP72	10	10	O76094	O76094	10	10	10	74.605	18	-0.0256023	8.92E-01	29.4787	0	29.3981	0	29.8282	0	29.4354	0	29.5245	0	29.8219	0	
	PGD	6-phosphogluconate dehydrogenase, decarboxylating	9	9	P52209	P52209	9	9	9	53.139	23.4	0.0780697	4.85E-01	29.8284	0	29.7356	0	29.8372	0	29.5735	0	29.9023	0	29.6913	0	59
	KHSRP	Far upstream element-binding protein 2	9	9	Q92945	Q92945	9	9	9	73.114	16.9	-0.235603	2.78E-01	29.7481	0	29.5069	0	29.1144	0	29.6215	0	29.7284	0	29.7263	0	
	UTRN	Utrophin	19	19	P46939	P46939	19	19	19	394.46	5.8	0.0193081	9.30E-01	29.9519	0	29.9287	0	30.253	0	29.7718	0	29.9341	0	30.3698	0	
	UBE2K	Ubiquitin-conjugating enzyme E2 K	7	7	P61086	P61086	7	7	7	22.406	49	-0.183734	1.99E-01	29.7749	0	29.4153	0	29.7367	0	29.8926	0	29.7717	0	29.8138	0	
	HK2	Hexokinase-2	7	5	P52789	P52789	7	7	5	102.38	8.5	0.541927	1.81E-01	30.2468	0	29.2693	0	29.8566	0	29.5206	0	28.9132	0	29.3132	0	
	GPS1	COP9 signalosome complex subunit 1	7	7	Q13098	Q13098	7	7	7	55.536	13.6	0.228756	1.69E-01	29.658	0	29.6997	0	29.8637	0	29.6292	0	29.6366	0	29.2693	0	
	RNF40	E3 ubiquitin-protein ligase BRE1B	11	9	O75150	O75150	11	11	9	113.65	13.5	0.0308069	8.59E-01	29.3775	0	29.6831	0	29.6537	0	29.4313	0	29.3902	0	29.8003	0	
	SLC16A1	Monocarboxylate transporter 1	5	5	P53985	P53985	5	5	5	53.944	12.2	-0.0318737	8.52E-01	29.7102	0	29.6223	0	29.7617	0	30.0385	0	29.5555	0	29.5958	0	224
	ATIC	Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	14	14	P31939	P31939	14	14	14	64.615	32.1	-0.238064	2.92E-01	29.3741	0	29.0858	0	29.6406	0	29.6034	0	29.8023	0	29.4091	0	
	UHRF1	E3 ubiquitin-protein ligase UHRF1	10	10	Q96T88	Q96T88	10	10	10	89.813	17.2	0.21929	1.41E-01	29.5899	0	29.5493	0	29.8975	0	29.5535	0	29.4196	0	29.4058	0	
	RPS2	40S ribosomal protein S2	7	7	P15880	P15880	7	7	7	31.324	23.5	-0.0468705	8.66E-01	29.2943	0	29.942	0	30.1274	0	29.7076	0	29.8946	0	29.9021	0	
	ANAPC7	Anaphase-promoting complex subunit 7	11	11	Q9UJX3	Q9UJX3	11	11	11	66.855	21.5	-0.029541	8.09E-01	29.5548	0	29.3251	0	29.477	0	29.6665	0	29.3907	0	29.3883	0	
	PSMA6	Proteasome subunit alpha type-6	5	5	P60900	P60900	5	5	5	27.399	25.2	-0.130263	7.24E-01	29.2748	0	29.8128	0	29.5437	0	29.1738	0	30.2305	0	29.6177	0	
	RPL6	60S ribosomal protein L6	6	6	Q02878	Q02878	6	6	6	32.728	21.2	0.494682	1.41E-01	29.7562	0	29.6425	0	30.2971	0	29.2655	0	29.1877	0	29.7586	0	
	ECM29	Proteasome-associated protein ECM29 homolog	21	21	Q5VYK3	Q5VYK3	21	21	21	204.29	14.2	0.374684	4.47E-01	30.0296	0	30.1694	0	29.4986	0	29.8657	0	29.9704	0	28.7374	0	
	KIAA1524	Protein CIP2A	13	13	Q8TCG1	Q8TCG1	13	13	13	102.18	14.8	0.137221	2.53E-01	29.6916	0	29.4012	0	29.4571	0	29.4673	0	29.2879	0	29.383	0	
	FARSB	Phenylalanine--tRNA ligase beta subunit	10	10	Q9NSD9	Q9NSD9	10	10	10	66.115	17.1	0.15775	3.17E-01	29.6145	0	29.2957	0	29.6657	0	29.5106	0	29.3369	0	29.2552	0	
	SF3A1	Splicing factor 3A subunit 1	9	9	Q15459	Q15459	9	9	9	88.885	11.3	0.0444527	7.40E-01	29.3755	0	29.6246	0	29.2176	0	29.2886	0	29.4232	0	29.3726	0	
	CCT5	T-complex protein 1 subunit epsilon	8	8	P48643	P48643	8	8	8	59.67	17.7	-0.177708	2.37E-01	29.3752	0	29.614	0	29.3388	0	29.5443	0	29.8079	0	29.509	0	
	DIAPH1	Protein diaphanous homolog 1	15	15	O60610	O60610	15	15	15	141.35	11.4	-0.0345128	9.07E-01	29.7921	0	29.2205	0	29.7115	0	29.813	0	29.1834	0	29.8312	0	
	FDPS	Farnesyl pyrophosphate synthase	3	3	P14324	P14324	3	3	3	48.275	9.8	-0.158314	2.62E-01	29.6114	0	29.5148	0	29.5922	0	29.5053	0	29.901	0	29.787	0	
	ATXN3	Ataxin-3	3	3	P54252	P54252	3	3	3	41.78	8.2	-0.15742	2.92E-01	28.9872	0	28.9897	0	29.3219	0	29.1297	0	29.3581	0	29.2833	0	
	Sep-07	Septin-7	8	8	Q16181;Q6ZU15	Q16181	8;1	8;1	8;1	50.679	22	0.103129	4.82E-01	29.7224	0	29.683	0	29.5047	0	29.7056	0	29.5799	0	29.3153	0	
	FAM98A	Protein FAM98A	4	4	Q8NCA5	Q8NCA5	4	4	4	55.4	10.4	-0.400359	2.34E-01	29.389	0	29.4471	0	28.9438	0	29.8475	0	29.9454	0	29.188	0	
	GART	Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase	10	10	P22102	P22102	10	10	10	107.77	13.5	0.266605	7.75E-02	29.7451	0	29.4262	0	29.5384	0	29.3785	0	29.354	0	29.1774	0	
	NEDD4L	E3 ubiquitin-protein ligase NEDD4-like	9	5	Q96PU5	Q96PU5	9	8	5	111.93	9.7	0.228319	4.89E-01	29.5479	0	29.085	0	29.8607	0	29.4459	0	28.8733	0	29.4895	0	
	MARS	Methionine--tRNA ligase, cytoplasmic	9	9	P56192	P56192	9	9	9	101.11	9.7	-0.599543	5.41E-02	28.7409	0	29.3402	0	28.806	0	29.4769	0	29.79	0	29.4188	0	
	COPE	Coatomer subunit epsilon	8	8	O14579	O14579	8	8	8	34.482	27.9	-0.122241	5.99E-01	29.3259	0	29.3531	0	29.7479	0	29.2816	0	29.8411	0	29.6709	0	
	SERPINH1	Serpin H1	12	12	P50454	P50454	12	12	12	46.44	32.3	0.27879	7.79E-02	29.5766	0	29.7378	0	29.7241	0	29.36	0	29.602	0	29.2402	0	
	PSMA4	Proteasome subunit alpha type-4	5	5	P25789	P25789	5	5	5	29.483	15.3	0.245471	2.98E-01	29.55	0	29.7569	0	30.0836	0	29.4927	0	29.8079	0	29.3535	0	
	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	10	10	O15294	O15294	10	10	10	116.92	11.3	0.035059	6.39E-01	29.2488	0	29.3191	0	29.4181	0	29.3563	0	29.1976	0	29.3269	0	
	MCMBP	Mini-chromosome maintenance complex-binding protein	7	7	Q9BTE3	Q9BTE3	7	7	7	72.979	11.5	-0.0379524	8.91E-01	28.8588	0	29.628	0	29.3153	0	29.2684	0	29.5537	0	29.094	0	
	SMC4	Structural maintenance of chromosomes protein 4	24	24	Q9NTJ3	Q9NTJ3	24	24	24	147.18	19.6	0.216214	7.25E-01	30.083	0	30.0355	0	28.5349	0	29.5959	0	29.6066	0	28.8022	0	
	LARP1	La-related protein 1	9	9	Q6PKG0;Q659C4	Q6PKG0	9;1	9;1	9;1	123.51	10.8	0.241058	1.81E-01	29.5004	0	29.3875	0	29.5884	0	29.1041	0	29.1237	0	29.5254	0	
	SF3B1	Splicing factor 3B subunit 1	11	11	O75533	O75533	11	11	11	145.83	10	-0.205646	4.20E-01	28.8129	0	29.3426	0	29.4181	0	29.1485	0	29.4718	0	29.5702	0	
	MCM4	DNA replication licensing factor MCM4	12	12	P33991	P33991	12	12	12	96.557	14.9	-0.111979	5.70E-01	28.8864	0	29.2755	0	29.4673	0	29.2445	0	29.4416	0	29.279	0	
	ABCE1	ATP-binding cassette sub-family E member 1	8	8	P61221	P61221	8	8	8	67.314	19.2	0.0135314	8.76E-01	29.203	0	29.2555	0	29.4657	0	29.3048	0	29.2662	0	29.3126	0	
	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	8	8	Q99536	Q99536	8	8	8	41.92	29	-0.132362	5.84E-01	29.6901	0	29.3026	0	28.9867	0	29.3803	0	29.6384	0	29.3577	0	
	MAP4	Microtubule-associated protein 4	8	8	P27816	P27816	8	8	8	121	9.9	-0.210611	7.46E-01	29.8869	0	29.5284	0	28.2122	0	29.7286	0	29.7742	0	28.7565	0	
	TOMM70A	Mitochondrial import receptor subunit TOM70	6	6	O94826	O94826	6	6	6	67.454	15.3	0.182402	4.55E-01	29.1003	0	29.5369	0	29.2265	0	28.8469	0	29.4485	0	29.021	0	
	PRPF8	Pre-mRNA-processing-splicing factor 8	14	14	Q6P2Q9	Q6P2Q9	14	14	14	273.6	5.7	0.153095	5.12E-01	29.3723	0	29.6088	0	29.9856	0	29.5124	0	29.296	0	29.699	0	
	PPM1G	Protein phosphatase 1G	7	7	O15355	O15355	7	7	7	59.271	16.8	-0.120593	4.90E-01	28.9843	0	29.3316	0	28.9363	0	29.0073	0	29.3139	0	29.2928	0	
	UBE2N;UBE2NL	Ubiquitin-conjugating enzyme E2 N;Putative ubiquitin-conjugating enzyme E2 N-like	3	3	P61088;Q5JXB2	P61088;Q5JXB2	3;3	3;3	3;3	17.138	19.1	0.388648	1.88E-01	29.8863	0	29.8589	0	29.5054	0	29.6515	0	28.9486	0	29.4846	0	
	XPO5	Exportin-5	13	13	Q9HAV4	Q9HAV4	13	13	13	136.31	13.3	-0.116873	3.84E-01	29.2673	0	29.0473	0	28.9315	0	29.3239	0	29.1819	0	29.0909	0	
	PCM1	Pericentriolar material 1 protein	13	13	Q15154	Q15154	13	13	13	228.53	7	0.335179	1.85E-01	29.5903	0	29.4051	0	30.0682	0	29.4793	0	29.2367	0	29.3421	0	
	RUVBL1	RuvB-like 1	13	13	Q9Y265	Q9Y265	13	13	13	50.227	34.6	0.0841446	5.46E-01	29.2942	0	29.1893	0	29.5148	0	29.4109	0	29.2081	0	29.1269	0	
	ESPN	Espin	1	1	B1AK53	B1AK53	1	1	1	91.732	0.9	0.467767	3.11E-01	28.7316	0	29.6107	0	29.7299	0	28.5035	0	28.7998	0	29.3656	0	
	BRCC3	Lys-63-specific deubiquitinase BRCC36	8	8	P46736	P46736	8	8	8	36.072	24.1	-0.0988674	3.63E-01	29.1201	0	29.2316	0	29.4132	0	29.3533	0	29.2763	0	29.4319	0	
	BCAP31	B-cell receptor-associated protein 31	8	8	P51572	P51572	8	8	8	27.991	29.3	0.208068	3.08E-01	29.6972	0	29.4552	0	29.2781	0	29.396	0	29.0078	0	29.4025	0	
	IARS	Isoleucine--tRNA ligase, cytoplasmic	11	11	P41252	P41252	11	11	11	144.5	10	-0.0454248	8.51E-01	28.6984	0	29.445	0	29.1391	0	29.0361	0	29.1216	0	29.2612	0	
	NAP1L1	Nucleosome assembly protein 1-like 1	4	3	P55209	P55209	4	4	3	45.374	14.6	0.177462	7.31E-01	29.2257	0	28.7133	0	30.0218	0	29.0175	0	28.7067	0	29.7042	0	
	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	10	10	Q06210;O94808	Q06210	10;3	10;3	10;3	78.806	16	-0.101341	5.15E-01	28.9671	0	29.2194	0	29.0533	0	29.4161	0	29.1161	0	29.0116	0	
	TRIM27	Zinc finger protein RFP	5	5	P14373	P14373	5	5	5	58.489	10.5	-0.0300624	9.20E-01	28.9728	0	28.9156	0	29.6244	0	29.3096	0	28.8771	0	29.4163	0	
	SAMHD1	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	7	7	Q9Y3Z3	Q9Y3Z3	7	7	7	72.2	14.5	0.339867	1.99E-01	29.5082	0	28.8631	0	29.3127	0	29.1076	0	28.7422	0	28.8146	0	
	NME1;NME2	Nucleoside diphosphate kinase A;Nucleoside diphosphate kinase B	3	3	P15531;P22392;O60361	P15531;P22392	3;2;1	3;2;1	3;2;1	17.149	28.3	-0.139998	3.37E-01	29.4109	0	29.2175	0	29.2496	0	29.5912	0	29.2123	0	29.4945	0	
	GOLGB1	Golgin subfamily B member 1	22	22	Q14789	Q14789	22	22	22	376.01	8	-0.0431716	8.74E-01	29.1944	0	29.783	0	29.4663	0	29.2411	0	29.4455	0	29.8866	0	260
	PSMC5	26S protease regulatory subunit 8	8	8	P62195;Q8NB90	P62195	8;1	8;1	8;1	45.626	24.6	0.19897	2.23E-01	29.3562	0	29.1152	0	29.198	0	28.9039	0	29.2615	0	28.9071	0	
	SRP54	Signal recognition particle 54 kDa protein	7	7	P61011	P61011	7	7	7	55.704	14.3	0.0902608	7.55E-01	29.4903	0	29.2832	0	29.1544	0	29.6981	0	28.8484	0	29.1106	0	
	RPS4X;RPS4Y1;RPS4Y2	40S ribosomal protein S4, X isoform;40S ribosomal protein S4, Y isoform 1;40S ribosomal protein S4, Y isoform 2	8	8	P62701;P22090;Q8TD47	P62701;P22090;Q8TD47	8;6;5	8;6;5	8;6;5	29.597	21.3	0.0199394	9.50E-01	28.8674	0	29.7856	0	29.4788	0	29.2143	0	29.623	0	29.2348	0	
	CDC34	Ubiquitin-conjugating enzyme E2 R1	6	6	P49427	P49427	6	6	6	26.736	22	-0.153188	5.19E-01	29.5194	0	29.5754	0	28.9469	0	29.3355	0	29.5885	0	29.5773	0	
	TPM3	Tropomyosin alpha-3 chain	7	4	P06753;CON__sw|Q3SX28_CONT|CONT_Q3SX28;Q5KR48;P07951	P06753	7;3;3	7;3;3	4;0;0	32.95	16.8	-0.204157	4.86E-01	28.9485	0	29.7254	0	28.9947	0	29.2557	0	29.4847	0	29.5406	0	
	EIF3I	Eukaryotic translation initiation factor 3 subunit I	7	7	Q13347	Q13347	7	7	7	36.501	24.3	0.0246487	9.22E-01	28.7666	0	29.4622	0	29.4606	0	29.2369	0	29.2595	0	29.119	0	
	PAICS	Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase	6	6	P22234	P22234	6	6	6	47.079	7.5	-0.170293	4.38E-01	29.132	0	29.3174	0	28.873	0	29.5639	0	29.2154	0	29.0541	0	
	WBP2	WW domain-binding protein 2	3	3	Q969T9	Q969T9	3	3	3	28.087	13	-0.554016	1.87E-01	28.4601	0	29.4988	0	28.7741	0	29.5991	0	29.1404	0	29.6555	0	
	BRE	BRCA1-A complex subunit BRE	6	6	Q9NXR7	Q9NXR7	6	6	6	43.551	17	0.05255	8.10E-01	29.0965	0	28.9524	0	29.2342	0	28.8454	0	28.8627	0	29.4172	0	
	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	5	5	O43809	O43809	5	5	5	26.227	28.6	0.995508	1.51E-01	29.6684	0	29.575	0	29.8682	0	29.2547	0	27.5981	0	29.2723	0	
	SND1	Staphylococcal nuclease domain-containing protein 1	10	10	Q7KZF4	Q7KZF4	10	10	10	102	11.9	0.333961	1.54E-01	29.4549	0	29.07	0	28.8866	0	28.9509	0	28.8177	0	28.641	0	
	ABCF2	ATP-binding cassette sub-family F member 2	8	8	Q9UG63	Q9UG63	8	8	8	71.289	16.7	-0.234213	1.24E-01	28.6257	0	28.9696	0	28.7131	0	29.1235	0	28.9716	0	28.916	0	
	COPA	Coatomer subunit alpha;Xenin;Proxenin	9	9	P53621	P53621	9	9	9	138.34	7.7	-0.127651	4.84E-01	29.0874	0	28.6597	0	29.1774	0	29.1849	0	29.033	0	29.0896	0	
	KNTC1	Kinetochore-associated protein 1	15	15	P50748	P50748	15	15	15	250.75	7.6	-0.0108337	9.20E-01	29.1715	0	29.3664	0	29.4143	0	29.1957	0	29.4272	0	29.3618	0	
	LARS	Leucine--tRNA ligase, cytoplasmic	9	9	Q9P2J5	Q9P2J5	9	9	9	134.46	10.8	-0.0759748	6.17E-01	29.0478	0	28.6427	0	28.9488	0	28.8247	0	28.9815	0	29.0611	0	
	CNOT4	CCR4-NOT transcription complex subunit 4	6	6	O95628	O95628	6	6	6	63.509	13.6	0.0754255	7.50E-01	29.0219	0	28.7993	0	29.171	0	28.6575	0	28.8119	0	29.2966	0	
	RUVBL2	RuvB-like 2	10	10	Q9Y230	Q9Y230	10	10	10	51.156	24.2	0.0522633	8.48E-01	29.3015	0	29.1457	0	28.5932	0	29.1336	0	29.0649	0	28.6852	0	9
	UCHL5	Ubiquitin carboxyl-terminal hydrolase isozyme L5	8	8	Q9Y5K5	Q9Y5K5	8	8	8	37.606	21.6	-0.138135	5.35E-01	29.1273	0	29.0113	0	28.7334	0	29.0067	0	29.419	0	28.8607	0	
	ACTN4	Alpha-actinin-4	11	5	O43707;P35609;Q08043	O43707	11;4;1	11;4;1	5;0;0	104.85	15.3	-0.205674	3.76E-01	28.2333	0	28.6973	0	28.8721	0	28.6501	0	28.9092	0	28.8603	0	
