gene	foldChange	pValue	passFilter
PSMC3IP	-0.259755	0.165978	
IMPACT	-0.103951	0.195369	
ATXN10	-0.194094	1.12387	
ORC3	-0.0767441	0.275245	
SAE1	0.0942834	0.437341	
COPG2	-0.0798435	0.573729	
PI4KB	0.118942	0.218752	
CRNN	-0.902317	0.531682	
COMMD3	-0.690331	0.522743	
GNG12	0.381264	0.478492	
RABL2B	-0.433681	0.777219	
ASH2L	-0.121981	0.274084	
TNFRSF10D	0.172552	0.185611	
HDAC6	0.093799	0.0609321	
SPAST	0.177753	0.0913913	
EIF3K	-0.649074	0.232984	
RNF14	-0.0661907	0.306624	
UBA2	-0.0229028	0.0502784	
POLK	-0.126649	0.266716	
CTNNAL1	0.22381	0.99705	
MORF4L1	0.145935	0.575278	
NXF1	0.509258	0.230631	
ZMYM2	0.0889943	0.698475	
COPS7A	0.0216192	0.0317778	
TJP2	0.267576	0.905117	
DNAJB4	0.370103	0.391993	
MALT1	-0.220764	0.122692	
CFDP1	0.233261	1.21539	
ZNF629	0.190965	0.130867	
VTI1B	-0.0389455	0.0519914	
ADD3	0.153427	0.412439	
LRWD1	-0.267246	0.836437	
CNOT8	0.058939	0.30472	
IFT172	-0.0260118	0.199503	
ABCF2	0.11334	0.747033	
SLC23A2	-0.840882	0.449962	
ZRANB1	-0.186691	0.0407058	
TES	0.0550601	0.0558459	
TUBGCP4	-0.0546761	0.243987	
KDM5B	-0.141341	0.245074	
LIMD1	0.300183	0.168508	
SEC63	-0.127038	0.418079	
ZC3H7B	-0.250905	0.517394	
SEPT3	0.242057	0.979978	
ARMCX3	0.313279	0.632483	
SWAP70	0.250678	0.705374	
MLX	-0.106862	0.0563901	
LIMA1	0.364709	0.68106	
AFF4	-0.1198	0.0957629	
CHORDC1	0.120661	0.520979	
TBK1	0.0251643	0.276218	
SEPT9	0.113163	0.380883	
UBQLN2	0.282152	0.91162	
PCYOX1	0.588219	0.81018	
TMEM2	-0.756173	0.881369	
USP25	0.107866	0.537521	
WBP5	-0.405186	0.914097	
CYB5R1	-0.37567	0.690351	
BAIAP2L1	-0.273616	0.489768	
SAP30BP	0.0298958	0.0521159	
MED13	-0.0567017	0.0356272	
PFDN2	-0.622631	0.231251	
GPN3	-0.0651194	0.737918	
PUF60	-0.253351	0.444705	
NRBP1	0.366645	1.05447	
ENOPH1	0.0356789	0.0683953	
RABAC1	0.0571073	0.0288915	
IPO11	0.150143	0.569877	
TRMT112	-0.091046	0.0332899	
DACH1	-0.285009	0.68715	
CPA4	0.436437	0.837603	
XPO7	-0.0617142	0.194252	
VPS51	-0.297433	0.755308	
BAZ2A	0.136985	0.218187	
BAZ1B	-0.211068	0.883656	
HERC5	-0.670787	0.286548	
SCOC	0.351505	0.365531	
SIX4	-0.0118707	0.00536643	
CNOT7	0.506746	0.230622	
RABGEF1	0.20502	0.278813	
NAGK	0.100592	0.0557072	
MCM8	0.830863	0.635724	
TRMT6	-0.305829	0.45706	
HOOK1	-0.0150668	0.0529096	
RASAL2	0.689165	0.509226	
MOSPD1	0.299967	0.139149	
MID2	-0.440623	0.196073	
DDX41	0.0956033	0.285338	
DCTN4	0.361361	0.624235	
ANAPC7	-0.132869	0.422844	
ANAPC5	0.0488027	0.150936	
ANAPC4	-0.46859	0.510018	
ANAPC2	-0.0103353	0.0406945	
GGA2	-0.11661	0.0927645	
VPS28	0.221178	0.167522	
DBR1	0.235936	0.171919	
FAM208A	0.213168	1.11912	
FBXL4	0.813704	0.43994	
AKAP11	0.470773	0.283903	
FBXW11	0.0963116	0.107782	
MRTO4	-0.138397	0.414872	
TNIK	-0.479036	0.222557	
CPSF3	0.138064	0.918222	
GPATCH8	0.922623	0.352446	
CHIC2	-0.455095	0.862422	
NUDT5	-0.216672	0.90729	
RCOR1	-0.221638	0.540885	
CASP8AP2	-0.208572	0.110894	
RALY	0.0260035	0.0509637	
GTF3C4	-0.110207	1.14082	
PACSIN3	-0.144679	0.0461105	
ACIN1	0.276119	0.909178	
NUP50	-0.0161928	0.0261034	
CDV3	0.217379	0.1598	
CNOT11	0.0681006	0.0967867	
INTS6	-0.1901	0.0664488	
BAG5	0.185193	0.312413	
AGO1	0.297586	0.903938	
RAB21	-0.747981	0.131131	
ZNF346	0.602249	0.294863	
PSME2	-0.428961	0.167203	
MKLN1	0.243459	0.811322	
FAM184B	-0.975805	0.276048	
PALD1	-0.352592	0.271713	
SLC39A10	-0.585639	1.04517	
MKL2	0.206484	0.390735	
ODF2L	-0.342495	0.725697	
ANKRD50	-0.127806	0.0582267	
PPP1R9A	0.405632	0.569185	
MED23	-0.146465	0.780991	
VANGL2	0.313257	0.0809233	
YEATS2	-0.0990054	0.296521	
CNOT6	0.450025	0.881115	
ISY1	-0.996398	0.530979	
ZMYND8	0.0902602	0.261912	
CORO1C	0.317222	0.755127	
TPX2	-0.767145	0.366948	
ABT1	-0.210625	0.071766	
NOB1	-0.408464	0.359001	
AKAP8L	-0.329224	0.197896	
PRPF19	-0.18669	0.690721	
UBQLN1	0.323588	1.24153	
NOL7	0.0284316	0.00812873	
SYNRG	0.755721	0.581454	
VPS4A	0.564369	0.299073	
L1RE1	0.262079	0.149802	
ARHGAP26	0.152875	0.0669522	
POLI	-0.531405	0.452078	
STUB1	0.379673	1.19581	
PACSIN2	-0.0988337	0.231504	
MAGED2	-0.237967	1.04626	
SNX7	-0.524784	0.310459	
SNX6	0.111019	1.05952	
STX8	-0.255799	0.875591	
ANGEL1	0.13926	0.456645	
PSMD13	-0.00547727	0.0213745	
COPS3	0.147578	0.823066	
MINPP1	-0.494316	0.225369	
WDR3	0.003486	0.0236862	
TTF2	0.0100225	0.0191289	
COG5	0.0446529	0.0834155	
SLC12A4	-0.344189	1.12493	
MACF1	0.136189	0.467242	
CEP131	0.298064	0.861558	
SCAF8	-0.477012	0.579086	
PPP6R1	-0.856225	0.438738	
TRIM33	-0.232679	0.100435	
TRIM33	-0.19228	0.562969	
IQSEC3	-0.528243	0.204854	
TNRC6B	0.402824	0.547242	
ANKRD26	-0.0897013	0.17508	
EXOC7	0.110552	0.530195	
USP22	0.00694847	0.0100027	
USP24	-0.0368919	0.295419	
TBC1D2B	-0.368671	0.157138	
CEP164	-0.195751	0.142771	
AGTPBP1	-0.602535	0.169683	
SATB2	-0.202434	0.482772	
DICER1	0.159048	0.820469	
SHOC2	-0.381044	0.214503	
SRRM2	0.0956745	0.159458	
NEU3	-0.134802	0.160949	
PA2G4	0.171537	0.635467	
SMC3	-0.162738	0.670432	
CHMP2B	-0.558163	0.178707	
SCML2	-0.221542	0.537095	
MTMR6	-0.899792	0.602977	
GNE	0.151843	1.0313	
C14orf166	0.0238469	0.0588413	
RUVBL2	-0.00829506	0.0208916	
CDYL	-0.131681	0.5145	
PIN4	0.700247	0.307137	
EIF3L	-0.217176	0.32312	
PLAA	0.229157	1.02284	
RUVBL1	-0.0378927	0.139086	
VDAC3	0.0489324	0.0353526	
CFL2	0.192718	0.174376	
FARSA	0.168029	0.675458	
TRAPPC4	-0.552832	0.301933	
NCKAP1	-0.114333	0.464165	
EXOC6B	0.138966	1.04571	
EFR3B	-0.88897	0.466984	
FNDC3A	0.971083	0.43519	
AMOTL2	-0.331823	0.17794	
ZBTB1	0.318778	0.315327	
DIS3	-0.164551	0.689536	
TRAPPC8	-0.0882378	0.225052	
LRCH1	-0.860346	0.660202	
DDX52	0.265116	0.118412	
AP3M1	0.211523	0.724445	
LEMD3	-0.83555	0.496202	
COG6	0.0226231	0.0192169	
THRAP3	0.23835	0.459584	
WBP11	-0.202173	0.650284	
NOP58	-0.0988719	0.179702	
SUGT1	0.486943	1.01703	
AAR2	-0.372107	0.859819	
NOSIP	0.245811	0.449381	
DERA	0.469622	0.256214	
TMX2	-0.206564	0.0924788	
LSM2	-0.998888	0.668764	
SH3GLB1	0.295049	0.890685	
CAB39	0.13312	0.833155	
DHRS7	0.0427437	0.116731	
SBDS	0.0270907	0.182838	
SF3B6	0.909881	0.471816	
RRP15	0.321904	0.196615	
RNF11	-0.600262	0.190746	
FIS1	0.861796	1.05003	
GOLT1B	0.421511	0.259248	
PTRH2	0.169919	0.0636165	
STRAP	0.165781	0.38643	
FBXO7	-0.313425	0.326484	
RAP2C	0.278234	0.186092	
RABGAP1	0.188457	0.346843	
DOPEY2	0.28841	0.269944	
WNK2	0.478383	0.240925	
ZNF330	0.757572	0.23372	
NOC2L	-0.682683	0.414431	
RWDD3	0.184902	0.0541116	
CHTOP	0.460377	0.160275	
SAMHD1	-0.182031	0.557337	
HBS1L	0.975686	1.04234	
SALL2	-0.155554	0.805777	
DMXL1	0.386775	0.397849	
ATP6V0A2	-0.336699	1.18273	
TLN1	-0.0859197	0.329087	
KIF3A	-0.128289	0.587925	
TRRAP	-0.0778402	1.1433	
VPRBP	-0.0512943	0.0692705	
TCAF1	0.0700353	0.577099	
RBM19	-0.565422	1.20994	
DAAM1	-0.502317	0.707757	
HECTD4	-0.220499	0.369357	
HECTD4	-0.46406	0.814776	
ZNF451	-0.126522	0.292449	
WDR7	0.120383	0.238855	
USP15	0.168552	0.718262	
FARP1	0.659747	0.582733	
TLN2	0.824492	0.356347	
RAPGEF2	0.150923	0.0997462	
MYO5A	-0.355509	0.264193	
DTNA	0.182872	0.602261	
MAP4K5	-0.477104	0.248804	
HYOU1	-0.0621287	0.112479	
RNF115	0.206022	0.0779906	
ATG4B	0.575675	0.624549	
TBL2	0.392349	1.02961	
TELO2	0.318073	1.08758	
LAS1L	-0.218993	0.649911	
ARIH1	0.0156797	0.0762507	
PRRC2C	0.518178	1.11139	
PPME1	0.560095	0.682238	
ASB3	0.513355	0.22433	
CEP83	0.520363	0.322166	
KCTD3	-0.634116	0.368479	
YTHDF2	0.43232	0.825857	
PAXBP1	-0.0065829	0.00371606	
NME7	0.18682	0.0719886	
SUPT16H	-0.136769	0.341385	
UTP18	0.155159	0.446576	
UCHL5	0.149237	0.502389	
ATP6V1D	0.159296	0.541332	
TNPO3	-0.0537974	0.1709	
SRPRB	-0.390195	1.20774	
ORC6	-0.738712	0.367988	
COL4A3BP	-0.432803	0.213341	
GMPPB	0.0183487	0.0333665	
PPP2R3B	0.619747	0.693719	
GTF3C5	-0.225899	0.348682	
GTF3C3	-0.0381673	0.605492	
CDC42BPB	0.208312	0.476006	
RBM8A	0.154765	0.231959	
USP16	-0.136922	0.0428121	
SNX14	0.471294	0.391474	
SNX8	0.0843468	0.047764	
FLVCR1	-0.390425	0.174151	
NUBP2	-0.0314617	0.0564362	
HEBP2	0.229846	0.170737	
MRFAP1	-0.0453307	0.0732727	
PUS1	0.827933	0.462347	
FHOD1	0.72414	0.231981	
PSAT1	0.0195287	0.0427982	
F11R	-0.192721	0.182863	
NPTN	-0.179779	0.0849496	
SPIN1	-0.289051	0.486727	
SLC12A7	-0.220824	1.04961	
COPG1	-0.0892448	0.977818	
AUP1	0.357623	1.14127	
FKBP7	-0.500305	0.205331	
GMEB1	-0.480649	0.421569	
CLIC4	0.108585	0.712591	
TACC3	-0.0401262	0.0356069	
MAD1L1	0.0576579	0.131595	
STK24	-0.136582	0.0665986	
BZW2	0.173247	0.406642	
DYNC1LI1	0.153526	0.331578	
TEX264	-0.207372	1.22475	
CABIN1	-0.00226212	0.00530118	
IKBKG	0.286389	0.991372	
CSNK1G3	-0.121078	0.755764	
SLC4A4	0.676329	0.470999	
MAP3K4	0.41056	0.555326	
DDX49	-0.49052	0.609239	
WASF2	0.717557	0.235628	
ZHX2	-0.156523	0.0424059	
IVNS1ABP	0.0180779	0.0631415	
SEC23IP	0.0530141	0.262386	
