Leading Gene names	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	Imputed (0=no/1=yes)	LFQ intensity RNAi_2	Imputed (0=no/1=yes)	LFQ intensity RNAi_3	Imputed (0=no/1=yes)	LFQ intensity Control_1	Imputed (0=no/1=yes)	LFQ intensity Control_2	Imputed (0=no/1=yes)	LFQ intensity Control_3	Imputed (0=no/1=yes)	GlyGly (K) site positions
STAG2	STAG2	Cohesin subunit SA-2	25	20	Q8N3U4;Q8N3U4-2;Q9UJ98-2;Q9UJ98-3;Q9UJ98	Q8N3U4;Q8N3U4-2	25;24;1;1;1	25;24;1;1;1	20;19;1;1;1	141.32	22.4	1.09	1.1E-01	29.9151	0	29.9427	0	30.0405	0	29.7541	0	29.9123	0	29.8644	0	
EEF2K	EEF2K	Eukaryotic elongation factor 2 kinase	17	17	O00418	O00418	17	17	17	82.143	26.9	1.08	4.0E-01	29.7393	0	29.8793	0	29.6269	0	29.7236	0	29.7414	0	29.4357	0	
LRRC41	LRRC41	Leucine-rich repeat-containing protein 41	12	12	Q15345-3;Q15345	Q15345-3;Q15345	12;12	12;12	12;12	79.297	18.8	0.91	5.1E-01	29.8013	0	29.7517	0	29.523	0	29.5674	0	30.1044	0	29.7932	0	375
ADD3	ADD3	Gamma-adducin	12	12	Q9UEY8-2;Q9UEY8	Q9UEY8-2;Q9UEY8	12;12	12;12	12;12	75.67	21.5	1.11	3.9E-01	29.6598	0	29.6545	0	29.2832	0	29.4236	0	29.5208	0	29.1927	0	
USP22	USP22	Ubiquitin carboxyl-terminal hydrolase 22	10	10	Q9UPT9-2;Q9UPT9;A6NNY8	Q9UPT9-2;Q9UPT9	10;10;4	10;10;4	10;10;4	58.179	23.8	1.00	9.8E-01	29.8841	0	29.3056	0	29.1866	0	29.3537	0	29.3976	0	29.6042	0	
ADAR	ADAR	Double-stranded RNA-specific adenosine deaminase	19	19	P55265-5;P55265;P55265-4;P55265-3;P55265-2	P55265-5;P55265;P55265-4;P55265-3;P55265-2	19;19;19;16;16	19;19;19;16;16	19;19;19;16;16	103.64	24.7	0.95	5.3E-02	29.5152	0	29.5116	0	29.4994	0	29.5976	0	29.618	0	29.5304	0	
STX6	STX6	Syntaxin-6	9	9	O43752;O43752-2	O43752	9;2	9;2	9;2	29.176	42.7	1.08	4.1E-01	28.9905	0	29.3362	0	29.0774	0	29.0241	0	29.12	0	28.9385	0	
SKIV2L2	SKIV2L2	Superkiller viralicidic activity 2-like 2	18	18	P42285	P42285	18	18	18	117.8	19.6	0.91	2.3E-01	29.492	0	29.5035	0	29.3536	0	29.6768	0	29.6302	0	29.4281	0	
APOD	APOD	Apolipoprotein D	6	6	P05090	P05090	6	6	6	21.275	27.5	1.02	8.3E-01	29.5826	0	29.6437	0	29.3897	0	29.7067	0	29.5041	0	29.3111	0	
FAM208A	FAM208A	Protein FAM208A	29	29	Q9UK61-3;Q9UK61-4;Q9UK61;Q9UK61-2	Q9UK61-3;Q9UK61-4;Q9UK61;Q9UK61-2	29;29;29;23	29;29;29;23	29;29;29;23	170.81	22.2	1.16	7.6E-02	29.904	0	30.1128	0	30.0643	0	29.8817	0	29.8731	0	29.6868	0	
RPL23A	RPL23A	60S ribosomal protein L23a	6	6	P62750	P62750	6	6	6	17.695	34	0.95	8.9E-01	28.3122	0	28.8641	0	29.6404	0	28.8163	0	28.4831	0	29.7476	0	
SMARCA4	SMARCA4;SMARCA2	Transcription activator BRG1;Probable global transcription activator SNF2L2	26	26	P51532-5;P51532-2;P51532-3;P51532-4;P51532;P51531-2;P51531	P51532-5;P51532-2;P51532-3;P51532-4;P51532;P51531-2;P51531	26;26;26;26;26;13;13	26;26;26;26;26;13;13	26;26;26;26;26;13;13	181.26	18.7	1.03	5.0E-01	29.8065	0	29.8283	0	29.9007	0	29.7225	0	29.8785	0	29.8167	0	
NSDHL	NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	12	12	Q15738	Q15738	12	12	12	41.9	42.1	1.00	9.1E-01	28.9563	0	29.0472	0	29.1524	0	29.0537	0	29.0722	0	29.0085	0	31
NCBP1	NCBP1	Nuclear cap-binding protein subunit 1	14	14	Q09161	Q09161	14	14	14	91.838	22.8	1.03	7.6E-01	29.5185	0	29.5573	0	29.3026	0	29.4006	0	29.6233	0	29.2125	0	
ZW10	ZW10	Centromere/kinetochore protein zw10 homolog	15	15	O43264;O43264-2	O43264;O43264-2	15;12	15;12	15;12	88.828	26.7	0.94	1.1E-01	29.5494	0	29.4909	0	29.4066	0	29.5998	0	29.5406	0	29.5881	0	
MIA3	MIA3	Melanoma inhibitory activity protein 3	27	27	Q5JRA6-2;Q5JRA6;Q5JRA6-4;Q5JRA6-3	Q5JRA6-2;Q5JRA6	27;27;12;2	27;27;12;2	27;27;12;2	206.89	17.4	1.22	7.8E-02	29.8369	0	30.0835	0	30.0871	0	29.5576	0	29.8637	0	29.7298	0	
POLD1	POLD1	DNA polymerase delta catalytic subunit	19	19	P28340	P28340	19	19	19	123.63	20.4	0.95	4.0E-01	29.6328	0	29.708	0	29.7143	0	29.6061	0	29.8353	0	29.8454	0	
C14orf166	C14orf166	UPF0568 protein C14orf166	9	9	Q9Y224	Q9Y224	9	9	9	28.068	45.1	1.02	8.7E-01	29.1083	0	28.6754	0	28.9528	0	29.0024	0	28.8661	0	28.7965	0	98
CHORDC1	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	12	12	Q9UHD1;Q9UHD1-2	Q9UHD1;Q9UHD1-2	12;11	12;11	12;11	37.489	43.1	1.09	3.0E-01	29.1025	0	29.2397	0	28.9373	0	28.8689	0	29.0155	0	29.033	0	143;144
TPM4	TPM4	Tropomyosin alpha-4 chain	12	7	P67936;P67936-2;P07951-3	P67936;P67936-2	12;7;5	9;4;2	7;2;0	28.521	37.9	1.20	3.7E-01	29.2001	0	29.1377	0	29.0141	0	28.514	0	29.3536	0	28.7036	0	11;13
RCC2	RCC2	Protein RCC2	5	5	Q9P258	Q9P258	5	5	5	56.084	10.9	1.00	9.9E-01	29.616	0	29.5194	0	29.1895	0	29.4331	0	29.5958	0	29.2919	0	
SYNGR2	SYNGR2	Synaptogyrin-2	4	4	O43760;O43760-2	O43760;O43760-2	4;4	4;4	4;4	24.81	17.4	1.11	1.7E-01	29.0439	0	29.2739	0	28.9698	0	28.9273	0	28.9334	0	28.9648	0	10
TDP2	TDP2	Tyrosyl-DNA phosphodiesterase 2	8	8	O95551;O95551-2;O95551-3	O95551;O95551-2;O95551-3	8;8;6	8;8;6	8;8;6	40.929	26.8	0.88	3.6E-01	28.8838	0	29.0438	0	29.2979	0	29.1176	0	29.1361	0	29.5279	0	24
NAPA	NAPA	Alpha-soluble NSF attachment protein	11	11	P54920;Q9H115-3;Q9H115-2;Q9H115	P54920	11;3;3;3	11;3;3;3	11;3;3;3	33.232	44.7	1.01	9.5E-01	28.93	0	29.3363	0	28.7561	0	28.9994	0	29.0029	0	28.9865	0	153;285
COG4	COG4	Conserved oligomeric Golgi complex subunit 4	18	18	Q9H9E3;Q9H9E3-3;Q9H9E3-2	Q9H9E3;Q9H9E3-3	18;16;8	18;16;8	18;16;8	89.082	29.3	0.93	1.9E-01	29.4088	0	29.4982	0	29.2891	0	29.5138	0	29.5399	0	29.4524	0	
FTO	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	16	16	Q9C0B1;Q9C0B1-4;Q9C0B1-2	Q9C0B1	16;3;1	16;3;1	16;3;1	58.281	34.5	1.20	1.9E-01	29.3869	0	29.3219	0	29.402	0	29.3361	0	28.7795	0	29.1959	0	
HNRNPD	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	7	7	Q14103-3;Q14103;Q14103-4;Q14103-2	Q14103-3;Q14103;Q14103-4;Q14103-2	7;7;6;6	7;7;6;6	7;7;6;6	32.834	26.8	0.93	7.7E-01	29.1961	0	28.3808	0	29.2918	0	28.8568	0	29.1008	0	29.204	0	72;197
EMD	EMD	Emerin	9	9	P50402	P50402	9	9	9	28.994	35.4	0.91	2.7E-01	28.9583	0	29.104	0	29.0611	0	29.1981	0	29.3436	0	29.0012	0	79
SEPT9	SEPT9	Septin-9	11	11	Q9UHD8-7;Q9UHD8-2;Q9UHD8-5;Q9UHD8;Q9UHD8-3;Q9UHD8-4;Q9UHD8-9;Q9UHD8-8	Q9UHD8-7;Q9UHD8-2;Q9UHD8-5;Q9UHD8;Q9UHD8-3;Q9UHD8-4;Q9UHD8-9;Q9UHD8-8	11;11;11;11;9;8;8;8	11;11;11;11;9;8;8;8	11;11;11;11;9;8;8;8	63.502	22.2	1.08	4.2E-01	29.5916	0	29.603	0	29.2855	0	29.4668	0	29.4303	0	29.2436	0	
MAT2A	MAT2A	S-adenosylmethionine synthase isoform type-2	9	9	P31153;P31153-2;Q00266	P31153;P31153-2	9;6;2	9;6;2	9;6;2	43.66	30.9	1.27	3.6E-01	29.2857	0	29.7596	0	28.6925	0	28.9544	0	29.0857	0	28.6719	0	
HNRNPAB	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	4	4	Q99729-3;Q99729-2;Q99729-4;Q99729	Q99729-3;Q99729-2;Q99729-4;Q99729	4;4;3;3	4;4;3;3	4;4;3;3	30.588	21.4	1.00	9.8E-01	29.2436	0	28.6525	0	29.1469	0	29.0348	0	28.8446	0	29.1805	0	
VPS45	VPS45	Vacuolar protein sorting-associated protein 45	14	14	Q9NRW7;Q9NRW7-2	Q9NRW7;Q9NRW7-2	14;11	14;11	14;11	65.076	23.9	0.92	4.8E-01	29.4478	0	29.3766	0	29.1331	0	29.47	0	29.2096	0	29.6488	0	
RNF5	RNF5	E3 ubiquitin-protein ligase RNF5	5	5	Q99942	Q99942	5	5	5	19.881	22.8	0.26	2.7E-01	28.5312	0	24.3462	1	29.0943	0	29.5834	0	28.5938	0	29.6491	0	75;93
SART1	SART1	U4/U6.U5 tri-snRNP-associated protein 1	15	15	O43290	O43290	15	15	15	90.254	25.4	1.01	8.6E-01	29.5821	0	29.5772	0	29.336	0	29.4442	0	29.5985	0	29.3967	0	
CUL5	CUL5	Cullin-5	21	21	Q93034	Q93034	21	21	21	90.954	30	1.01	8.9E-01	29.6323	0	29.4535	0	29.3323	0	29.4276	0	29.5609	0	29.3864	0	
THOC2	THOC2	THO complex subunit 2	20	20	Q8NI27;Q8NI27-2	Q8NI27	20;2	20;2	20;2	182.77	14.3	1.06	3.6E-01	29.8713	0	29.9028	0	29.9319	0	29.6649	0	29.9001	0	29.8939	0	
CSNK1G3	CSNK1G3;CSNK1G2	Casein kinase I isoform gamma-3;Casein kinase I isoform gamma-2	10	5	Q9Y6M4-3;Q9Y6M4-4;Q9Y6M4;Q9Y6M4-2;Q9Y6M4-5;Q9Y6M4-6;P78368	Q9Y6M4-3;Q9Y6M4-4;Q9Y6M4;Q9Y6M4-2;Q9Y6M4-5;Q9Y6M4-6;P78368	10;10;10;10;8;7;7	10;10;10;10;8;7;7	5;5;5;5;4;4;3	48.897	26.2	0.92	1.8E-01	28.9369	0	28.9594	0	29.0588	0	29.2281	0	29.0751	0	29.0151	0	
XPO7	XPO7	Exportin-7	19	19	Q9UIA9;Q9H2T7	Q9UIA9	19;1	19;1	19;1	123.91	18.8	0.96	6.4E-01	29.3957	0	29.5882	0	29.3116	0	29.5113	0	29.6405	0	29.3289	0	
KPNA3	KPNA3	Importin subunit alpha-4	7	5	O00505	O00505	7	7	5	57.81	15.2	0.92	8.4E-01	29.3308	0	29.4916	0	28.2776	0	29.1526	0	29.8569	0	28.4534	0	
UBL7	UBL7	Ubiquitin-like protein 7	7	7	Q96S82	Q96S82	7	7	7	40.51	27.6	1.27	1.1E-01	29.421	0	29.8421	0	29.8267	0	29.2358	0	29.5348	0	29.2747	0	
PDE12	PDE12	2,5-phosphodiesterase 12	9	9	Q6L8Q7-2;Q6L8Q7	Q6L8Q7-2;Q6L8Q7	9;9	9;9	9;9	58.889	21.1	1.07	4.0E-01	29.4908	0	29.514	0	29.1731	0	29.2834	0	29.2716	0	29.3104	0	
DYNC1I2	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	12	12	Q13409-6;Q13409-3;Q13409-7;Q13409-2;Q13409-5;Q13409	Q13409-6;Q13409-3;Q13409-7;Q13409-2;Q13409-5;Q13409	12;12;12;12;12;12	12;12;12;12;12;12	12;12;12;12;12;12	68.297	29.6	1.12	8.8E-02	29.5897	0	29.609	0	29.4438	0	29.3265	0	29.4828	0	29.3554	0	229
PJA2	PJA2	E3 ubiquitin-protein ligase Praja-2	13	12	O43164-2;O43164	O43164-2;O43164	13;13	13;13	12;12	76.09	26.6	0.99	9.1E-01	29.616	0	29.89	0	29.808	0	29.6416	0	29.9989	0	29.7201	0	268;317
CTNNAL1	CTNNAL1	Alpha-catulin	13	13	Q9UBT7-2;Q9UBT7;Q9UBT7-3	Q9UBT7-2;Q9UBT7;Q9UBT7-3	13;13;12	13;13;12	13;13;12	80.152	22.8	1.17	1.0E-01	29.5208	0	29.4272	0	29.7008	0	29.4587	0	29.2331	0	29.2856	0	
GNAI2	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2	10	5	P04899;P04899-6;P04899-3;P04899-5;P04899-2;P04899-4;P09471-2;P11488;P09471;P19087;A8MTJ3	P04899;P04899-6;P04899-3;P04899-5;P04899-2;P04899-4	10;9;9;9;9;9;3;2;2;2;2	6;6;6;6;6;6;1;0;0;0;0	5;5;5;5;5;5;0;0;0;0;0	40.45	37.2	1.13	2.7E-01	28.9075	0	29.2373	0	28.797	0	28.7502	0	28.7979	0	28.8658	0	
CSNK1E	CSNK1E	Casein kinase I isoform epsilon	9	3	P49674	P49674	9	9	3	47.315	24.8	1.33	9.8E-02	29.1277	0	29.5973	0	29.0226	0	28.825	0	28.9697	0	28.7179	0	
TSNAX	TSNAX	Translin-associated protein X	9	9	Q99598	Q99598	9	9	9	33.112	43.1	0.87	2.4E-01	28.8569	0	29.1124	0	28.6241	0	28.9815	0	29.1163	0	29.1043	0	
DIS3	DIS3	Exosome complex exonuclease RRP44	17	17	Q9Y2L1;Q9Y2L1-2	Q9Y2L1;Q9Y2L1-2	17;14	17;14	17;14	109	20.7	0.89	2.0E-01	29.4534	0	29.5246	0	29.1811	0	29.5959	0	29.5602	0	29.4967	0	
NDFIP1	NDFIP1	NEDD4 family-interacting protein 1	7	7	Q9BT67	Q9BT67	7	7	7	24.899	24.4	0.78	1.0E-01	28.77	0	29.1414	0	29.127	0	29.1471	0	29.5384	0	29.4241	0	83
KIF23	KIF23	Kinesin-like protein KIF23	16	16	Q02241;Q02241-2;Q02241-3	Q02241;Q02241-2;Q02241-3	16;15;13	16;15;13	16;15;13	110.06	21.9	1.04	5.1E-01	29.5335	0	29.6247	0	29.5607	0	29.4938	0	29.4163	0	29.6489	0	
WDR3	WDR3	WD repeat-containing protein 3	17	17	Q9UNX4	Q9UNX4	17	17	17	106.1	20.5	1.00	9.5E-01	29.4003	0	29.4696	0	29.3403	0	29.3362	0	29.4257	0	29.4378	0	
PNMA1	PNMA1	Paraneoplastic antigen Ma1	10	10	Q8ND90	Q8ND90	10	10	10	39.761	31.7	0.94	6.2E-01	29.1629	0	29.3473	0	28.8953	0	29.0691	0	29.4268	0	29.1817	0	278
LSR	LSR	Lipolysis-stimulated lipoprotein receptor	10	1	Q86X29-6;Q86X29-5;Q86X29-4;Q86X29;Q86X29-2	Q86X29-6;Q86X29-5;Q86X29-4;Q86X29;Q86X29-2	10;10;10;10;8	10;10;10;10;8	1;1;1;1;0	54.498	24.7	1.04	5.0E-01	29.3459	0	29.3136	0	29.348	0	29.2626	0	29.4156	0	29.1665	0	
ANP32A	ANP32A;ANP32C	Acidic leucine-rich nuclear phosphoprotein 32 family member A;Acidic leucine-rich nuclear phosphoprotein 32 family member C	4	3	P39687;O43423;O95626	P39687;O43423	4;2;1	4;2;1	3;2;1	28.585	14.5	1.25	1.7E-01	29.1347	0	29.1857	0	28.6035	0	28.7302	0	28.6795	0	28.5334	0	
ABCC4	ABCC4	Multidrug resistance-associated protein 4	28	28	O15439-2;O15439;O15439-3;O15439-4	O15439-2;O15439;O15439-3;O15439-4	28;28;19;18	28;28;19;18	28;28;19;18	144.2	26.9	1.03	7.9E-01	29.674	0	29.9188	0	29.812	0	29.7241	0	29.9725	0	29.5977	0	
GIPC1	GIPC1	PDZ domain-containing protein GIPC1	10	10	O14908;O14908-2;Q8TF64	O14908;O14908-2	10;5;1	10;5;1	10;5;1	36.049	43.2	1.21	1.9E-01	29.0699	0	29.208	0	28.6646	0	28.6294	0	28.6988	0	28.8049	0	10;80
HIST2H2BE	HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST3H2BB;HIST1H2BA	Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 3-B;Histone H2B type 1-A	6	2	Q16778;P33778;P23527;P06899;Q8N257;Q96A08;Q6DRA6;Q6DN03	Q16778;P33778;P23527;P06899;Q8N257;Q96A08	6;6;6;6;5;3;2;2	2;2;2;2;2;0;2;2	2;2;2;2;2;0;2;2	13.92	38.9	0.91	8.3E-01	28.6804	0	28.8866	0	28.4941	0	28.8072	0	29.9195	0	27.7659	0	109
RPSA	RPSA	40S ribosomal protein SA	6	6	P08865	P08865	6	6	6	32.854	25.1	1.17	6.3E-02	29.2462	0	29.178	0	29.105	0	28.9264	0	29.0937	0	28.8173	0	
SNW1	SNW1	SNW domain-containing protein 1	13	13	Q13573	Q13573	13	13	13	61.494	33.8	1.05	6.5E-01	29.5809	0	29.4672	0	29.1315	0	29.3309	0	29.4381	0	29.1816	0	
GNL3	GNL3	Guanine nucleotide-binding protein-like 3	13	13	Q9BVP2-2;Q9BVP2	Q9BVP2-2;Q9BVP2	13;13	13;13	13;13	60.54	33.3	0.92	2.5E-01	29.4292	0	29.3235	0	29.1491	0	29.4401	0	29.4248	0	29.3771	0	
POR	POR	NADPH--cytochrome P450 reductase	16	16	P16435	P16435	16	16	16	76.689	27.8	0.92	1.3E-01	29.33	0	29.3755	0	29.2099	0	29.4533	0	29.4985	0	29.3469	0	
SIRT1	SIRT1	NAD-dependent protein deacetylase sirtuin-1;SirtT1 75 kDa fragment	12	12	Q96EB6;Q96EB6-2	Q96EB6;Q96EB6-2	12;7	12;7	12;7	81.68	19.8	1.06	1.5E-01	29.5837	0	29.5852	0	29.4729	0	29.4682	0	29.5105	0	29.4059	0	
ZYG11B	ZYG11B	Protein zyg-11 homolog B	20	20	Q9C0D3;Q9C0D3-2	Q9C0D3	20;2	20;2	20;2	83.92	35.5	1.07	1.3E-01	29.6369	0	29.6543	0	29.5154	0	29.4713	0	29.4931	0	29.5571	0	
PPP3CA	PPP3CA	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	11	9	Q08209-2;Q08209;Q08209-3;Q08209-4;Q08209-5;P16298-2;P16298-3;P16298;P16298-4	Q08209-2;Q08209;Q08209-3;Q08209-4;Q08209-5	11;11;10;8;8;5;5;5;5	11;11;10;8;8;5;5;5;5	9;9;9;7;6;3;3;3;3	57.658	22.9	1.23	8.8E-02	29.1732	0	29.5316	0	29.1471	0	28.9271	0	29.0746	0	28.961	0	
FYCO1	FYCO1	FYVE and coiled-coil domain-containing protein 1	26	26	Q9BQS8;Q9BQS8-4;Q9BQS8-3;Q9BQS8-2	Q9BQS8;Q9BQS8-4	26;26;10;10	26;26;10;10	26;26;10;10	166.98	22.1	1.06	3.4E-01	29.7635	0	29.9057	0	29.6946	0	29.6163	0	29.8019	0	29.6734	0	
SARS	SARS	Serine--tRNA ligase, cytoplasmic	8	8	P49591	P49591	8	8	8	58.777	20.4	1.06	6.7E-01	29.5817	0	29.1007	0	29.016	0	28.9792	0	29.2038	0	29.2505	0	
PAPOLA	PAPOLA	Poly(A) polymerase alpha	16	15	P51003;P51003-2;Q9NRJ5	P51003;P51003-2	16;8;6	16;8;6	15;7;5	82.842	26.2	0.98	6.1E-01	29.3647	0	29.3962	0	29.3446	0	29.3827	0	29.5193	0	29.3091	0	
AP3M1	AP3M1	AP-3 complex subunit mu-1	10	8	Q9Y2T2	Q9Y2T2	10	10	8	46.939	34.2	1.16	1.9E-01	28.9815	0	29.3996	0	29.178	0	28.9674	0	29.0774	0	28.8797	0	
RBBP4	RBBP4	Histone-binding protein RBBP4	14	9	Q09028-3;Q09028;Q09028-4;Q09028-2	Q09028-3;Q09028;Q09028-4;Q09028-2	14;14;12;12	9;9;7;7	9;9;7;7	46.158	52.9	0.97	6.3E-01	29.0475	0	28.9406	0	29.0166	0	28.9308	0	29.157	0	29.0316	0	4
CLIP1	CLIP1	CAP-Gly domain-containing linker protein 1	29	29	P30622-2;P30622-1;P30622;Q9UDT6-2;Q9UDT6	P30622-2;P30622-1;P30622	29;28;28;2;2	29;28;28;2;2	29;28;28;2;2	156.78	25.2	1.02	7.7E-01	29.6721	0	29.9131	0	29.7828	0	29.6733	0	29.857	0	29.7542	0	
HSP90AB2P	HSP90AB2P	Putative heat shock protein HSP 90-beta 2	10	1	Q58FF8	Q58FF8	10	1	1	44.348	20.7	0.98	8.7E-01	29.4786	0	29.2289	0	29.3625	0	29.5311	0	29.0468	0	29.5909	0	185;188;197
EXOC4	EXOC4	Exocyst complex component 4	24	24	Q96A65;Q96A65-2	Q96A65	24;10	24;10	24;10	110.5	31.2	0.87	7.2E-02	29.2472	0	29.4202	0	29.1563	0	29.5156	0	29.4988	0	29.4156	0	
OPTN	OPTN	Optineurin	14	14	Q96CV9-2;Q96CV9;Q96CV9-3	Q96CV9-2;Q96CV9;Q96CV9-3	14;14;13	14;14;13	14;14;13	65.202	27.7	1.37	6.1E-02	29.6146	0	29.6028	0	29.3828	0	28.8944	0	29.3955	0	28.9599	0	
ADNP	ADNP	Activity-dependent neuroprotector homeobox protein	23	23	Q9H2P0	Q9H2P0	23	23	23	123.56	25.1	0.87	2.2E-01	29.5439	0	29.6994	0	29.4394	0	29.5774	0	29.9783	0	29.7373	0	
SBSN	SBSN	Suprabasin	19	19	Q6UWP8;Q6UWP8-2	Q6UWP8	19;4	19;4	19;4	60.54	57.1	1.10	8.3E-01	30.2256	0	28.9168	0	29.3132	0	29.4487	0	28.4772	0	30.0986	0	
PACSIN2	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2	9	9	Q9UNF0-2;Q9UNF0	Q9UNF0-2;Q9UNF0	9;9	9;9	9;9	51.353	20	0.93	5.9E-01	29.3055	0	29.2282	0	28.8068	0	29.1709	0	29.337	0	29.1291	0	
U2SURP	U2SURP	U2 snRNP-associated SURP motif-containing protein	15	15	O15042-2;O15042;O15042-3	O15042-2;O15042;O15042-3	15;15;12	15;15;12	15;15;12	118.23	17.7	1.15	2.2E-01	29.7334	0	29.5896	0	29.4418	0	29.261	0	29.6001	0	29.3143	0	
NSUN2	NSUN2	tRNA (cytosine(34)-C(5))-methyltransferase	18	5	Q08J23;Q08J23-2	Q08J23;Q08J23-2	18;17	18;17	5;4	86.47	26.1	0.97	6.8E-01	29.4521	0	29.1061	0	29.3474	0	29.3764	0	29.4175	0	29.2604	0	
CHUK	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	16	15	O15111	O15111	16	15	15	84.639	25	1.06	3.6E-01	29.3223	0	29.5209	0	29.2628	0	29.2631	0	29.3468	0	29.2345	0	
USP48	USP48	Ubiquitin carboxyl-terminal hydrolase 48	18	18	Q86UV5;Q86UV5-8;Q86UV5-2;Q86UV5-3;Q86UV5-5;Q86UV5-7;Q86UV5-4;Q86UV5-6	Q86UV5;Q86UV5-8;Q86UV5-2;Q86UV5-3;Q86UV5-5	18;18;17;12;9;7;6;1	18;18;17;12;9;7;6;1	18;18;17;12;9;7;6;1	119.03	20.6	1.01	8.3E-01	29.3686	0	29.4152	0	29.3105	0	29.4324	0	29.4165	0	29.1886	0	
FEN1	FEN1	Flap endonuclease 1	8	8	P39748;P39748-2	P39748;P39748-2	8;6	8;6	8;6	42.592	24.5	1.13	4.2E-01	29.1175	0	29.086	0	28.6776	0	28.9091	0	28.9412	0	28.4883	0	
PLEC	PLEC	Plectin	50	46	Q15149;Q15149-7;Q15149-8;Q15149-9;Q15149-5;Q15149-4;Q15149-6;Q15149-3;Q15149-2	Q15149;Q15149-7;Q15149-8;Q15149-9;Q15149-5;Q15149-4;Q15149-6;Q15149-3;Q15149-2	50;49;49;49;49;49;49;49;49	50;49;49;49;49;49;49;49;49	46;46;46;46;46;46;46;46;46	531.78	11.3	1.22	5.5E-02	29.8553	0	29.9256	0	29.7655	0	29.5013	0	29.7506	0	29.4367	0	
GDI1	GDI1	Rab GDP dissociation inhibitor alpha	18	11	P31150	P31150	18	11	11	50.582	46.1	1.04	6.0E-01	28.9067	0	29.03	0	28.8768	0	28.7389	0	28.9457	0	28.9783	0	
PSMD10	PSMD10	26S proteasome non-ATPase regulatory subunit 10	7	7	O75832;O75832-2	O75832;O75832-2	7;4	7;4	7;4	24.428	32.7	0.94	8.0E-01	28.6057	0	29.2332	0	28.4093	0	28.7591	0	29.2151	0	28.5296	0	30;153
RBCK1	RBCK1	RanBP-type and C3HC4-type zinc finger-containing protein 1	11	11	Q9BYM8;Q9BYM8-3;Q9BYM8-4	Q9BYM8;Q9BYM8-3;Q9BYM8-4	11;9;6	11;9;6	11;9;6	57.571	26.1	1.03	6.8E-01	29.0774	0	29.2335	0	28.8841	0	29.0552	0	29.0461	0	28.9546	0	
CYB5R3	CYB5R3	NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	9	9	P00387-2;P00387;P00387-3	P00387-2;P00387;P00387-3	9;9;9	9;9;9	9;9;9	31.628	40.3	0.92	3.0E-01	28.8253	0	28.9165	0	28.6578	0	28.8218	0	29.0421	0	28.8934	0	
SH3GLB1	SH3GLB1	Endophilin-B1	9	9	Q9Y371;Q9Y371-2;Q9Y371-3	Q9Y371;Q9Y371-2;Q9Y371-3	9;9;5	9;9;5	9;9;5	40.796	28.2	1.23	1.3E-01	28.9967	0	29.1977	0	28.6705	0	28.6777	0	28.6737	0	28.6284	0	
BLM	BLM	Bloom syndrome protein	12	12	P54132	P54132	12	12	12	159	9.9	0.91	2.0E-01	29.2212	0	29.5147	0	29.3484	0	29.4407	0	29.4969	0	29.5715	0	
RFC4	RFC4	Replication factor C subunit 4	10	10	P35249;P35249-2	P35249;P35249-2	10;8	10;8	10;8	39.681	36.4	1.10	1.1E-01	28.9955	0	29.0039	0	28.8388	0	28.7781	0	28.7583	0	28.8899	0	
LAS1L	LAS1L	Ribosomal biogenesis protein LAS1L	15	15	Q9Y4W2-2;Q9Y4W2;Q9Y4W2-3;Q9Y4W2-4	Q9Y4W2-2;Q9Y4W2;Q9Y4W2-3	15;15;12;7	15;15;12;7	15;15;12;7	81.242	28.6	0.86	2.2E-01	29.0235	0	29.4342	0	29.1164	0	29.3212	0	29.5863	0	29.3236	0	
ANTXR1	ANTXR1	Anthrax toxin receptor 1	9	8	Q9H6X2;Q9H6X2-5;Q9H6X2-3;Q9H6X2-4;Q9H6X2-6;Q9H6X2-2	Q9H6X2;Q9H6X2-5	9;8;4;4;4;4	8;7;4;4;4;4	8;7;4;4;4;4	62.788	18.1	1.23	1.7E-01	29.206	0	29.6942	0	29.2491	0	29.0877	0	29.2399	0	28.9168	0	
