Leading	Gene names	Protein names	Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/Control	p-value	LFQ intensity RNAi_1	imputed (0=no/1=yes)	LFQ intensity RNAi_2	imputed (0=no/1=yes)	LFQ intensity RNAi_3	imputed (0=no/1=yes)	LFQ intensity CONTROL_1	imputed (0=no/1=yes)	LFQ intensity CONTROL_2	imputed (0=no/1=yes)	LFQ intensity CONTROL_3	imputed (0=no/1=yes)	GlyGly (K) site positions
	ACACA	Acetyl-CoA carboxylase 1;Biotin carboxylase	3	3	Q13085;O00763	Q13085	3;1	3;1	3;1	265.55	1.4	0.978016696572158	0.936004205407419	8.06326	1	8.1811	0	8.49939	1	8.94782	1	8.1386	1	7.75354	1	
	KARS	Lysine--tRNA ligase	3	3	Q15046	Q15046	3	3	3	68.047	5.7	1.26137653451136	0.689218617019381	7.60333	1	9.49183	0	7.19339	1	7.87923	1	7.14912	1	8.25521	1	
	RACGAP1	Rac GTPase-activating protein 1	5	5	Q9H0H5	Q9H0H5	5	5	5	71.026	6.6	0.674701839358075	0.661137817820206	7.17051	1	6.95058	1	9.83931	0	10.0764	0	7.86799	1	7.71903	1	
	CDC123	Cell division cycle protein 123 homolog	4	4	O75794	O75794	4	4	4	39.134	11.6	0.582038705309049	0.401128020167655	6.27076	1	7.94652	1	7.596	1	9.36477	0	7.4475	1	7.34345	1	
	MFN2	Mitofusin-2	6	6	O95140	O95140	6	6	6	86.401	8.5	0.55226936238469	0.456077870278511	6.4466	1	6.85808	1	7.80418	1	9.69532	0	6.42766	1	7.55555	1	
	CNOT3	CCR4-NOT transcription complex subunit 3	3	3	O75175	O75175	3	3	3	81.871	5.3	1.34016812582899	0.6029343126202	7.80592	1	7.8684	1	9.90773	0	7.87226	1	8.6825	1	7.76006	1	
	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed	2	2	Q9BV86	Q9BV86	2	2	2	25.387	9.4	0.556504785975654	0.172316156835893	7.1447	1	8.33272	1	7.49557	1	9.23855	0	8.15842	1	8.11263	1	
	HOOK1	Protein Hook homolog 1	6	6	Q9UJC3;Q86VS8	Q9UJC3	6;1	6;1	6;1	84.647	9.9	1.37898235813167	0.713728435937158	10.3196	0	6.98921	1	7.93642	1	7.36148	1	9.22078	1	7.27211	1	
	CAPRIN1	Caprin-1	2	2	Q14444	Q14444	2	2	2	78.365	3.2	1.83812133175208	0.44830646309547	10.3117	0	7.89083	1	6.79224	1	7.35268	1	7.32721	1	7.68023	1	
	POLR2B	DNA-directed RNA polymerase II subunit RPB2	4	4	P30876	P30876	4	4	4	133.9	3.2	1.40988745173819	0.561916778418721	7.88354	1	10.2008	0	7.82444	1	8.05585	1	8.11487	1	8.25131	1	
	CCDC47	Coiled-coil domain-containing protein 47	2	2	Q96A33	Q96A33	2	2	2	55.873	4.1	0.86199415986934	0.804254871179808	6.78496	1	8.61121	1	6.80878	1	7.52381	1	8.58946	0	6.73443	1	
	RPL15	60S ribosomal protein L15	1	1	P61313	P61313	1	1	1	24.146	4.4	1.65040374497682	0.325351639832512	7.36259	1	9.1892	1	8.5313	1	7.34233	1	7.21379	1	8.35852	0	
	COPG1	Coatomer subunit gamma-1	5	4	Q9Y678	Q9Y678	5	5	4	97.717	7.9	0.819091767869987	0.705124816964831	7.73203	1	7.50788	1	8.16591	1	9.42918	0	7.20357	1	7.63678	1	
	SUPT16H	FACT complex subunit SPT16	2	2	Q9Y5B9	Q9Y5B9	2	2	2	119.91	2.7	1.08421284185461	0.92939514613575	9.75342	0	9.18403	1	7.44169	1	8.49426	1	10.532	0	7.00296	1	
	PSMG2	Proteasome assembly chaperone 2	2	2	Q969U7	Q969U7	2	2	2	29.396	9.1	1.1506451610469	0.768604636576155	9.4707	0	8.41224	1	7.43389	1	8.40017	1	8.58171	1	7.72761	1	
	FAM63A	Protein FAM63A	4	4	Q8N5J2	Q8N5J2	4	4	4	51.777	8.7	1.28765490582265	0.657641180121914	10.0097	0	7.71265	1	7.89994	1	7.83275	1	8.16931	1	8.52598	1	
	SEC31A	Protein transport protein Sec31A	4	4	O94979	O94979	4	4	4	133.01	4	1.05436661841912	0.94192776784091	10.4476	0	8.25315	1	7.92102	1	8.06636	1	9.9542	0	8.37208	1	
	IK	Protein Red	3	3	Q13123	Q13123	3	3	3	65.601	5.7	1.2339953858683	0.710786220727713	7.35601	1	9.66615	0	7.42309	1	7.96645	1	7.75976	1	7.80903	1	
	ELAVL1	ELAV-like protein 1	3	3	Q15717	Q15717	3	3	3	36.091	9.5	1.42503761414878	0.587543464790717	7.82707	1	6.93363	1	9.68634	0	7.05629	1	7.74867	1	8.10908	1	
	SMARCA5;SMARCA1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Probable global transcription activator SNF2L1	6	6	O60264;P28370	O60264;P28370	6;3	6;3	6;3	121.9	4.7	0.57366404360812	0.335503457415114	8.45567	1	7.81151	1	6.71405	1	7.50391	1	9.3256	0	8.55689	1	
	PSMC1	26S protease regulatory subunit 4	3	3	P62191	P62191	3	3	3	49.184	9.3	0.580954064221802	0.533533876531895	6.0904	1	7.88408	1	7.15431	1	7.23379	1	9.82563	0	6.41989	1	
	MORC3	MORC family CW-type zinc finger protein 3	4	4	Q14149	Q14149	4	4	4	107.11	5.3	1.72386643632777	0.476859017890703	8.56203	1	10.2206	0	7.0358	1	7.13157	1	7.81949	1	8.51045	1	
	RNF40	E3 ubiquitin-protein ligase BRE1B	7	5	O75150	O75150	7	5	5	113.65	8.1	1.71355797078747	0.655645371993456	11.3551	0	7.30707	1	6.21437	1	8.11281	1	7.69155	1	6.74123	1	
	PDGFRA	Platelet-derived growth factor receptor alpha	1	1	P16234	P16234	1	1	1	122.67	0.8	1.09535460741528	0.935360228992026	7.92707	1	6.90708	1	8.4669	1	7.23554	1	10.3264	0	5.34488	1	
	XPO5	Exportin-5	6	6	Q9HAV4	Q9HAV4	6	6	6	136.31	6.8	0.611263361015578	0.478728188073572	8.47961	1	8.37022	1	7.32571	1	8.98445	0	10.0901	0	7.23138	1	
	TDP2	Tyrosyl-DNA phosphodiesterase 2	4	4	O95551	O95551	4	4	4	40.929	11.6	0.538514837323733	0.317490693877485	7.42102	1	7.25616	1	8.57606	1	7.439	1	8.7663	1	9.72676	0	
	BABAM1	BRISC and BRCA1-A complex member 1	2	2	Q9NWV8	Q9NWV8	2	2	2	36.56	9.1	0.944190190825373	0.913694687924268	6.6677	1	9.1164	0	7.60884	1	8.04431	1	7.82359	1	7.77358	1	
	SNF8	Vacuolar-sorting protein SNF8	1	1	Q96H20	Q96H20	1	1	1	28.864	6.2	1.25644890196123	0.280556283592007	7.91672	1	7.67049	1	8.1941	1	7.17531	1	7.89227	1	7.72567	0	
	DCAF7	DDB1- and CUL4-associated factor 7	2	2	P61962	P61962	2	2	2	38.926	8.2	1.94623510761928	0.320875087420166	7.28465	1	9.25126	1	9.95725	0	8.41755	1	7.46342	1	7.73013	1	
	PPAT	Amidophosphoribosyltransferase	3	3	Q06203	Q06203	3	3	3	57.398	6.8	1.97686725699838	0.127978790078956	8.0951	1	8.28896	0	7.33735	1	6.87532	1	6.21609	1	7.68035	1	
	UBQLN1;UBQLN4;UBQLN2	Ubiquilin-1;Ubiquilin-4;Ubiquilin-2	2	2	Q9UMX0;Q9NRR5;Q9UHD9	Q9UMX0;Q9NRR5;Q9UHD9	2;2;1	2;2;1	2;2;1	62.518	6.1	1.62567402299661	0.517472172253416	7.66666	1	10.4428	0	8.74341	1	7.17631	1	8.45575	1	9.11774	1	
	JOSD1	Josephin-1	2	2	Q15040	Q15040	2	2	2	23.198	10.4	0.763363970243356	0.682176885610924	7.90452	1	6.88165	1	7.28604	1	6.12931	1	8.21554	1	8.89603	0	
	UBXN7	UBX domain-containing protein 7	6	6	O94888	O94888	6	6	6	54.862	15.3	0.901175501822348	0.844009043331545	9.45592	0	7.81907	1	7.39665	1	9.05272	1	7.95658	1	8.1127	1	
	HERC4	Probable E3 ubiquitin-protein ligase HERC4	6	6	Q5GLZ8	Q5GLZ8	6	6	6	118.56	7.2	0.879269298457638	0.861513326873932	9.83703	0	7.95684	1	6.66808	1	7.57943	1	8.59519	1	8.84419	1	
	SLK	STE20-like serine/threonine-protein kinase	3	3	Q9H2G2	Q9H2G2	3	3	3	142.69	2.6	1.18347727182734	0.837523882393457	10.6788	0	7.73522	1	7.41891	1	8.37929	1	7.67693	1	9.04758	1	
	FAM63B	Protein FAM63B	2	2	Q8NBR6	Q8NBR6	2	2	2	67.105	4	1.25561137156669	0.309352763500979	8.45203	0	7.88563	1	7.65271	1	7.6065	1	7.44018	1	7.95853	1	
	RUFY1	RUN and FYVE domain-containing protein 1	5	5	Q96T51	Q96T51	5	5	5	79.817	6.8	0.514301404981874	0.394356496821183	7.63545	1	7.22911	1	7.69292	1	10.1026	0	6.66905	1	8.66375	1	
	RINT1	RAD50-interacting protein 1	4	4	Q6NUQ1	Q6NUQ1	4	4	4	90.631	6.7	1.47386664935702	0.351910317576138	8.0258	0	7.3279	1	8.62403	1	7.80661	1	7.81397	1	6.67833	1	
	PRMT3	Protein arginine N-methyltransferase 3	4	4	O60678	O60678	4	4	4	59.875	8.5	1.40902967892613	0.605997733696904	7.1975	1	9.90821	0	7.41308	1	7.99749	1	7.57658	1	7.46062	1	
	RAD50	DNA repair protein RAD50	2	2	Q92878	Q92878	2	2	2	153.89	1.6	0.733912004248324	0.575901221924781	7.90983	1	8.41096	1	8.03458	1	9.9993	0	7.91194	1	7.78309	1	
	UBTF	Nucleolar transcription factor 1	2	2	P17480	P17480	2	2	2	89.405	3.9	1.12277045044895	0.810795444649821	8.06653	1	8.62699	1	8.26161	1	7.23357	1	9.36385	0	7.85653	1	
	CAB39	Calcium-binding protein 39	2	2	Q9Y376	Q9Y376	2	2	2	39.869	5.9	0.98693344276749	0.967972457157885	8.366	1	8.04413	1	7.32282	1	8.4751	1	7.36816	1	7.94661	0	
	AKR1B1;AKR1B15	Aldose reductase;Aldo-keto reductase family 1 member B15	2	2	P15121;C9JRZ8	P15121;C9JRZ8	2;1	2;1	2;1	35.853	5.1	0.513664045767482	0.333905828533274	7.03299	1	7.47839	1	6.5636	1	7.26763	1	7.04047	1	9.65019	0	
	MYCBP2	E3 ubiquitin-protein ligase MYCBP2	2	2	O75592	O75592	2	2	2	510.08	0.4	1.88418287914628	0.326771370817171	10.1273	0	7.47571	1	8.34489	1	8.22579	1	7.4379	1	7.54244	1	
	NGLY1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	3	3	Q96IV0	Q96IV0	3	3	3	74.389	4.9	1.02543709995983	0.899635739159541	9.09723	1	8.41412	1	9.05223	1	9.09951	0	8.56331	1	8.79204	1	
	MARK2;MARK3;MARK1	Serine/threonine-protein kinase MARK2;MAP/microtubule affinity-regulating kinase 3;Serine/threonine-protein kinase MARK1	4	4	Q7KZI7;P27448;Q9P0L2;Q96L34	Q7KZI7;P27448;Q9P0L2	4;2;2;1	4;2;2;1	4;2;2;1	87.91	4.4	1.87684693898807	0.346115461247058	9.82903	0	8.86476	1	7.42802	1	8.76896	1	7.40765	1	7.22027	1	
	NSUN2	tRNA (cytosine(34)-C(5))-methyltransferase	5	5	Q08J23	Q08J23	5	5	5	86.47	7.6	1.27161593451936	0.79407587166883	7.88344	1	7.52093	1	9.90432	0	9.5659	0	8.51224	1	6.19055	1	
	SBDS	Ribosome maturation protein SBDS	1	1	Q9Y3A5	Q9Y3A5	1	1	1	28.763	3.2	0.778170934360905	0.515997978242972	7.6226	1	8.18415	1	7.27642	1	8.87676	0	7.39936	1	7.89257	1	
	CNOT4	CCR4-NOT transcription complex subunit 4	3	3	O95628	O95628	3	3	3	63.509	4.5	1.15377507315184	0.558322332922691	7.91211	1	8.19116	1	8.19312	1	8.15203	0	8.24991	1	7.27536	1	
	LRRC40	Leucine-rich repeat-containing protein 40	5	5	Q9H9A6	Q9H9A6	5	5	5	68.249	8.3	1.0853527435773	0.899569661124204	7.83842	1	8.45821	1	9.09249	1	9.91758	0	7.82373	1	7.29331	1	
	NUP85	Nuclear pore complex protein Nup85	2	2	Q9BW27	Q9BW27	2	2	2	75.019	2.9	0.853538420408249	0.725843513317253	8.31818	1	6.85194	1	7.10926	1	8.42806	1	7.05615	1	7.48059	0	
	EIF3E	Eukaryotic translation initiation factor 3 subunit E	3	3	P60228	P60228	3	3	3	52.22	5.8	1.36700545500682	0.42452571294239	9.21999	1	8.09928	1	8.24704	1	8.4224	1	7.33873	1	8.45212	0	
	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3	2	2	P51991	P51991	2	2	2	39.594	7.7	1.02767386919907	0.946946187775688	7.58252	1	8.21087	1	8.4154	1	8.09871	1	7.13806	1	8.85387	0	
	HK2	Hexokinase-2	4	2	P52789	P52789	4	2	2	102.38	4.4	0.624916353612402	0.602311284643195	8.69006	1	7.37612	1	8.30639	1	7.89218	1	11.0595	0	7.45571	1	
	COPA	Coatomer subunit alpha;Xenin;Proxenin	8	8	P53621	P53621	8	8	8	138.34	8.5	0.609408277002585	0.423427441142191	7.06253	1	9.57561	0	8.66729	1	9.61449	0	8.53093	1	9.30358	0	
	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2	2	2	Q12904	Q12904	2	2	2	34.352	6.4	1.08436841746386	0.9020975430942	9.37095	0	6.7837	1	7.23441	1	7.49618	1	8.4431	1	7.09921	1	
	TPD52	Tumor protein D52	3	3	P55327	P55327	3	3	3	24.327	15.6	0.615673338646061	0.157764033064055	7.6801	1	7.19073	1	8.2909	1	7.97048	1	8.4652	1	8.82534	0	
	IFT81	Intraflagellar transport protein 81 homolog	3	3	Q8WYA0	Q8WYA0	3	3	3	79.745	5.2	1.26021684584363	0.681751339636417	7.47469	1	7.96009	1	9.01224	1	6.93971	1	8.97545	0	7.53085	1	
	MAPK1;MAPK3	Mitogen-activated protein kinase 1;Mitogen-activated protein kinase 3	2	2	P28482;P27361	P28482;P27361	2;1	2;1	2;1	41.389	6.4	1.35614364571785	0.395903188992579	7.93371	1	8.06717	1	8.01539	1	7.01755	1	8.482	0	7.19818	1	
	PSMG1	Proteasome assembly chaperone 1	2	2	O95456	O95456	2	2	2	32.854	9	0.798753360021493	0.64510142316989	7.00526	1	8.71277	1	6.78514	1	8.09269	1	7.36271	1	8.02031	0	
	PRIM1	DNA primase small subunit	1	1	P49642	P49642	1	1	1	49.901	2.1	0.791789038500678	0.52517373739954	8.65701	1	8.18106	1	7.29214	1	8.31926	1	8.88118	0	7.94021	1	
	PABPN1	Polyadenylate-binding protein 2	2	2	Q86U42	Q86U42	2	2	2	32.749	8.8	1.37458393161889	0.468363453897395	8.49516	1	7.82609	1	8.20383	1	6.99658	1	7.3786	0	8.77291	1	
	TOP1	DNA topoisomerase 1	3	3	P11387	P11387	3	3	3	90.725	3.9	1.6677002451562	0.535240539772161	10.7541	0	8.04	1	7.63329	1	8.27271	1	8.77625	1	7.16488	1	
	TROVE2	60 kDa SS-A/Ro ribonucleoprotein	3	3	P10155	P10155	3	3	3	60.67	5.9	0.84043025252991	0.781170798052101	8.3273	1	8.22095	1	7.08775	1	6.85923	1	9.43952	0	8.08965	1	
	MARS	Methionine--tRNA ligase, cytoplasmic	4	4	P56192	P56192	4	4	4	101.11	4.4	0.994202392380632	0.991145263734694	8.16906	1	6.76493	1	7.65821	1	7.45072	1	8.58504	0	6.5816	1	
	MGEA5	Protein O-GlcNAcase	3	3	O60502	O60502	3	3	3	102.91	4.7	0.568665820804729	0.341792083905672	8.17365	1	8.27082	1	7.43909	1	7.37766	1	9.27363	1	9.67532	0	
	UBA2	SUMO-activating enzyme subunit 2	2	2	Q9UBT2	Q9UBT2	2	2	2	71.223	3	1.82866017504127	0.26016387946698	8.50683	1	8.11128	1	10.1589	0	8.1526	1	8.37667	1	7.63534	1	
	CAPZA1;CAPZA2	F-actin-capping protein subunit alpha-1;F-actin-capping protein subunit alpha-2	2	2	P52907;P47755	P52907;P47755	2;1	2;1	2;1	32.922	8.7	1.53373900330203	0.499795106927341	9.31603	0	7.61342	1	7.89995	1	6.50696	1	8.73837	1	7.73291	1	
	ACBD3	Golgi resident protein GCP60	3	3	Q9H3P7	Q9H3P7	3	3	3	60.593	6.8	0.593646085636527	0.134762171375563	8.3527	1	7.79232	1	7.64817	1	8.29265	1	9.36074	0	8.39679	1	
	TCERG1	Transcription elongation regulator 1	2	2	O14776	O14776	2	2	2	123.9	1.5	0.521615628156463	0.329514097792594	8.70029	1	7.23244	1	7.3858	1	7.30333	1	9.51932	1	9.3127	0	
	ARHGAP1	Rho GTPase-activating protein 1	2	2	Q07960	Q07960	2	2	2	50.435	6.4	0.631326843618807	0.30449909064827	7.29418	1	7.43757	1	7.43306	1	8.23126	1	7.00142	1	8.92276	0	
	PUS7	Pseudouridylate synthase 7 homolog	3	3	Q96PZ0	Q96PZ0	3	3	3	75.035	4.5	0.656997597480865	0.345344862788578	8.61651	0	7.97022	1	6.83438	1	8.85848	0	8.23158	1	8.14918	1	
	CUL1	Cullin-1	3	3	Q13616	Q13616	3	3	3	89.677	3.2	1.47247383659702	0.351305541164212	7.9454	1	8.16684	1	9.03914	0	7.118	1	8.54208	1	7.81658	1	
	POLA2	DNA polymerase alpha subunit B	2	2	Q14181	Q14181	2	2	2	65.947	3.7	1.52150386640997	0.639475632282254	7.47831	1	9.17663	1	8.13925	1	9.83321	0	6.43636	1	6.70813	1	
	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	3	3	P04843	P04843	3	3	3	68.569	6.4	1.01382644409504	0.976655949489805	7.60616	1	7.59032	1	7.89654	1	8.41562	0	6.42757	1	8.19042	1	
	EIF3A	Eukaryotic translation initiation factor 3 subunit A	8	8	Q14152	Q14152	8	8	8	166.57	6.8	1.33597961993929	0.639608166249704	10.0808	0	8.06616	1	9.18454	1	9.48428	0	9.04452	1	7.54903	1	
	UNC45A	Protein unc-45 homolog A	4	4	Q9H3U1	Q9H3U1	4	4	4	103.08	5.1	0.61187548356888	0.161885518278194	7.40887	1	7.56965	1	7.68221	1	9.07438	0	7.85711	1	7.85531	1	
	PEF1	Peflin	5	5	Q9UBV8	Q9UBV8	5	5	5	30.381	18	0.885892777278765	0.771091649537095	8.33726	1	7.39043	1	7.6924	1	8.89069	0	7.82973	1	7.22406	1	
	CENPF	Centromere protein F	4	4	P49454	P49454	4	4	4	367.76	1.2	0.592956427692752	0.431782463666265	7.92307	1	7.63389	1	7.8474	1	7.95038	1	7.46545	1	10.2505	0	
	VPS53	Vacuolar protein sorting-associated protein 53 homolog	5	5	Q5VIR6	Q5VIR6	5	5	5	79.652	6.7	1.10352934943209	0.883555836413197	7.4633	1	7.75351	1	9.45413	0	7.1488	1	9.37221	0	7.72356	1	
	HYOU1	Hypoxia up-regulated protein 1	3	3	Q9Y4L1	Q9Y4L1	3	3	3	111.33	3.6	1.6177985802463	0.434051238746955	9.92649	0	8.16245	1	8.10088	1	8.42173	1	6.98935	1	8.69663	1	
	PCBP1;PCBP3	Poly(rC)-binding protein 1;Poly(rC)-binding protein 3	4	2	Q15365;P57721;P57723	Q15365;P57721	4;2;1	2;0;0	2;0;0	37.497	13.5	1.04182249993542	0.943481958735234	7.04201	1	7.01952	1	9.31123	0	7.52613	1	8.11048	1	7.55882	1	
	RNF220	E3 ubiquitin-protein ligase RNF220	1	1	Q5VTB9	Q5VTB9	1	1	1	62.765	1.8	1.1518604961284	0.849819319564494	8.5981	1	7.14556	1	7.5929	1	9.35647	0	7.03995	1	6.32825	1	
	STAT1	Signal transducer and activator of transcription 1-alpha/beta	4	4	P42224	P42224	4	4	4	87.334	5.9	0.979633489865751	0.963746025439796	8.4034	0	6.66899	1	7.73832	1	7.2058	1	8.32411	1	7.36986	1	
	CLUH	Clustered mitochondria protein homolog	1	1	O75153	O75153	1	1	1	146.67	0.9	0.574017250948724	0.296800754067747	7.58436	1	8.2199	1	6.93811	1	7.27009	1	8.89727	0	8.97752	1	
	CTSD	Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain	2	2	P07339	P07339	2	2	2	44.552	5.6	0.577453227058961	0.16215860514906	6.81035	1	7.40069	1	7.02319	1	7.24523	1	8.6931	0	7.67255	1	
	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	2	2	Q712K3	Q712K3	2	2	2	27.166	10.1	0.643921622173246	0.537360822456909	8.91786	1	6.64656	1	8.17691	1	9.5203	0	7.27872	1	8.84744	1	
	BRAT1	BRCA1-associated ATM activator 1	2	2	Q6PJG6	Q6PJG6	2	2	2	88.118	2.7	1.12717693833361	0.868834584599416	7.18811	1	7.67631	1	8.25427	1	9.38236	0	6.80915	1	6.40904	1	
	COPB1	Coatomer subunit beta	2	2	P53618	P53618	2	2	2	107.14	2.2	0.707957666665301	0.519166905020751	7.45846	1	8.42501	1	7.25353	1	8.4596	1	7.0582	1	9.114	0	
	RCN2	Reticulocalbin-2	2	2	Q14257	Q14257	2	2	2	36.876	12	1.55282365426481	0.445976525795876	8.42603	1	8.69121	1	8.77896	1	8.14607	1	9.2055	0	6.63995	1	
	DCD	Dermcidin;Survival-promoting peptide;DCD-1	2	2	P81605	P81605	2	2	2	11.284	20	0.707726575806393	0.626520087626872	7.43189	1	8.19344	1	8.33201	1	10.29	0	7.70153	1	7.46199	1	
	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	4	1	P62136	P62136	4	1	1	37.512	12.7	1.35827820004983	0.46158852095436	8.61577	1	8.81529	0	7.55624	1	7.197	1	7.96899	1	8.49597	1	
	DYNC1LI1	Cytoplasmic dynein 1 light intermediate chain 1	1	1	Q9Y6G9	Q9Y6G9	1	1	1	56.578	2.3	0.862255302033045	0.752636021480305	7.5848	1	9.06124	0	7.9863	1	7.55675	1	8.62254	1	9.09449	1	
	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin	3	3	P42167;P42166	P42167	3;1	3;1	3;1	50.67	8.1	0.921038264892345	0.720750579096534	8.49567	1	7.7752	1	7.6436	1	7.79043	1	8.33606	0	8.14398	1	
	CDC42	Cell division control protein 42 homolog	1	1	P60953	P60953	1	1	1	21.258	8.9	1.13974730668364	0.412425965718856	8.36404	1	8.1008	1	7.74124	1	7.72097	1	7.85375	0	8.06523	1	
	DHCR24	Delta(24)-sterol reductase	2	2	Q15392	Q15392	2	2	2	60.101	3.3	0.613849120209413	0.18673640773958	7.32127	1	7.06077	1	7.42972	1	7.46446	1	8.82639	0	7.63304	1	
	CSTF3	Cleavage stimulation factor subunit 3	5	5	Q12996	Q12996	5	5	5	82.921	9.8	1.50340426319906	0.562840059140063	9.43368	1	8.70237	1	9.0191	1	6.94836	1	8.35012	1	10.092	0	
	RBM4B;RBM4	RNA-binding protein 4B;RNA-binding protein 4	1	1	Q9BQ04;Q9BWF3	Q9BQ04;Q9BWF3	1;1	1;1	1;1	40.149	2.5	1.46323348949291	0.408787869569076	7.36305	1	7.91043	1	8.80503	0	7.87087	1	6.63319	1	7.92698	1	
	WDR6	WD repeat-containing protein 6	2	2	Q9NNW5	Q9NNW5	2	2	2	121.72	1.6	1.04566092012724	0.921059529018338	8.35597	1	7.60769	1	7.44341	1	8.76431	0	7.52764	1	6.92187	1	
	PAPSS1	Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase	2	2	O43252	O43252	2	2	2	70.832	4.3	1.28172610316128	0.715787318846342	7.32484	1	8.08765	1	8.89172	1	9.16453	0	7.65598	1	6.40944	1	
	EIF2S3L;EIF2S3	Putative eukaryotic translation initiation factor 2 subunit 3-like protein;Eukaryotic translation initiation factor 2 subunit 3	1	1	Q2VIR3;P41091	Q2VIR3;P41091	1;1	1;1	1;1	51.228	3.4	0.558817071525812	0.233960208648259	7.55692	1	7.64646	1	7.24945	1	7.32052	1	9.35438	0	8.29657	1	
	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	2	2	Q8NC51	Q8NC51	2	2	2	44.965	6.6	1.34724571672541	0.401332194651834	7.62461	0	7.31111	1	7.77043	0	7.67514	1	6.27088	1	7.4701	1	
	PTBP1	Polypyrimidine tract-binding protein 1	3	3	P26599	P26599	3	3	3	57.221	10.2	0.866759710823418	0.526914318064685	8.07876	1	8.37635	1	7.56144	1	8.09589	1	8.56365	0	7.97589	1	
	GOLGB1	Golgin subfamily B member 1	4	4	Q14789	Q14789	4	4	4	376.01	1.6	0.510490847279311	0.532950654636482	6.69382	1	8.54995	1	6.70469	1	6.81917	1	7.19714	1	10.8423	0	
	PDIA3	Protein disulfide-isomerase A3	4	4	P30101	P30101	4	4	4	56.782	8.7	0.514352385087749	0.383456408239016	8.06085	1	6.17734	1	7.00487	1	6.64892	1	7.99915	1	9.47251	0	
	USP7	Ubiquitin carboxyl-terminal hydrolase 7	1	1	Q93009	Q93009	1	1	1	128.3	0.8	1.71245490819822	0.263298266613597	7.93548	1	9.12523	0	7.2762	1	7.6458	1	6.83755	1	7.52537	1	
	CUL2	Cullin-2	4	4	Q13617	Q13617	4	4	4	86.982	5.1	1.23677580391903	0.580219071853148	8.08733	1	8.8742	1	8.40475	1	7.80405	1	9.05249	0	7.58999	1	
	TRIM11	E3 ubiquitin-protein ligase TRIM11	2	2	Q96F44	Q96F44	2	2	2	52.774	4.9	0.774154273248758	0.416583438171174	7.39655	1	7.80171	1	8.32196	1	8.43179	1	8.59529	0	7.60106	1	
	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	3	3	P52306	P52306	3	3	3	66.316	4.3	1.12751841793784	0.781030511096057	7.82537	1	9.24937	0	8.27628	1	8.83357	1	8.50467	1	7.49333	1	
	PVRL2	Nectin-2	2	2	Q92692	Q92692	2	2	2	57.741	3	0.58272414715196	0.36176787594066	7.45146	1	7.10053	1	7.21854	1	6.68785	1	9.281	0	8.13902	1	
	OR2F2	Olfactory receptor 2F2	1	1	O95006	O95006	1	1	1	35.293	2.2	1.92368422703178	0.395507751870922	8.47364	1	9.13198	1	8.40987	1	9.6024	0	6.38959	1	7.19189	1	
	ATG3	Ubiquitin-like-conjugating enzyme ATG3	1	1	Q9NT62	Q9NT62	1	1	1	35.864	3.5	1.1100156368183	0.846909881268368	8.44317	1	6.72678	1	8.20864	1	8.20209	1	6.65314	1	8.07162	0	
	COG5	Conserved oligomeric Golgi complex subunit 5	3	3	Q9UP83	Q9UP83	3	3	3	92.742	3.3	0.972968565142369	0.951417422449486	8.63758	1	7.69138	1	7.95471	1	8.63503	0	8.71359	1	7.05365	1	
	MKRN2	Probable E3 ubiquitin-protein ligase makorin-2	1	1	Q9H000	Q9H000	1	1	1	46.94	2.4	1.27212725915508	0.696716346244635	9.52289	1	8.41983	1	7.30707	1	7.33507	1	9.09093	0	7.78205	1	
	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	5	2	P30154	P30154	5	2	2	66.213	9.7	1.12086070631244	0.710868057726346	8.11454	1	8.13489	1	7.88953	1	8.53332	1	7.13658	0	7.97523	1	
	ABCF3	ATP-binding cassette sub-family F member 3	3	3	Q9NUQ8	Q9NUQ8	3	3	3	79.744	4.4	0.751430718659068	0.503559739262539	7.93609	1	7.91842	1	6.84934	1	8.75896	0	7.26854	1	7.91321	1	
