Leading	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	Imputed (0=no/1=yes)	LFQ intensity RNAi_2	Imputed (0=no/1=yes)	LFQ intensity RNAi_3	Imputed (0=no/1=yes)	LFQ intensity Control_1	Imputed (0=no/1=yes)	LFQ intensity Control_2	Imputed (0=no/1=yes)	LFQ intensity Control_3	Imputed (0=no/1=yes)	GlyGly (K) site positions
	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	9	9	P30533	P30533	9	9	9	41.465	28.3	0.59034286283606	0.002918703641788	25.0887	0	24.9697	0	25.1303	0	26.01	0	25.8203	0	25.6395	0	
	GIPC1	PDZ domain-containing protein GIPC1	7	7	O14908	O14908	7	7	7	36.049	24	1.10609783619909	0.008000737100802	25.4548	0	25.5312	0	25.543	0	25.3804	0	25.3438	0	25.3683	0	
	DKC1	H/ACA ribonucleoprotein complex subunit 4	10	10	O60832	O60832	10	10	10	57.673	19.6	1.50331673099153	0.004380563699873	26.546	0	26.2951	0	26.4298	0	25.7026	0	25.8599	0	25.9441	0	
	XIAP	E3 ubiquitin-protein ligase XIAP	11	11	P98170	P98170	11	11	11	56.684	23.9	1.6805436321599	0.001077730069061	26.0369	0	26.1179	0	26.3205	0	25.3671	0	25.4607	0	25.4007	0	
	KIF11	Kinesin-like protein KIF11	13	13	P52732	P52732	13	13	13	119.16	13.7	0.816471255159017	0.039029231504808	25.8691	0	25.5674	0	25.7539	0	26.0844	0	26.0371	0	25.9465	0	
	SMEK1	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	11	8	Q6IN85	Q6IN85	11	11	8	95.367	14.8	1.62361885591515	0.003739469539908	26.4701	0	26.2993	0	26.1796	0	25.7631	0	25.493	0	25.5953	0	
	CDYL	Chromodomain Y-like protein	8	8	Q9Y232	Q9Y232	8	8	8	66.481	14.2	1.62643932157241	0.000821202003017	26.2985	0	26.4074	0	26.1729	0	25.6376	0	25.517	0	25.6191	0	
	SF3A3	Splicing factor 3A subunit 3	5	5	Q12874	Q12874	5	5	5	58.848	12.2	1.66839859221196	0.043526124504217	25.8171	0	25.516	0	26.0806	0	25.241	0	25.2787	0	24.6787	0	
	TARDBP	TAR DNA-binding protein 43	5	5	Q13148	Q13148	5	5	5	44.739	11.4	1.87204225599562	0.031053460241092	26.1423	0	25.9781	0	26.0462	0	24.6242	0	25.2879	0	25.5407	0	
	NPLOC4	Nuclear protein localization protein 4 homolog	10	10	Q8TAT6	Q8TAT6	10	10	10	68.119	22.9	1.88381331285241	0.011303944069211	26.0624	0	26.6449	0	26.2494	0	25.4195	0	25.5937	0	25.2025	0	
	API5	Apoptosis inhibitor 5	8	8	Q9BZZ5	Q9BZZ5	8	8	8	59.004	17	0.655030958968915	0.003706977926537	25.0707	0	24.9734	0	25.1162	0	25.5536	0	25.593	0	25.8447	0	
	UIMC1	BRCA1-A complex subunit RAP80	12	12	Q96RL1	Q96RL1	12	12	12	79.727	14.6	1.61337186205388	0.014251809217014	26.2607	0	26.3796	0	26.1028	0	25.4414	0	25.3844	0	25.847	0	
	TXNDC5	Thioredoxin domain-containing protein 5	7	7	Q8NBS9	Q8NBS9	7	7	7	47.628	15.3	1.33451359257252	0.029461849047107	25.8027	0	25.4625	0	25.6772	0	25.3749	0	25.1129	0	25.2056	0	
	IPO4	Importin-4	13	13	Q8TEX9	Q8TEX9	13	13	13	118.71	15.4	0.559177803753782	0.003510265777208	25.1636	0	25.2803	0	24.8784	0	26.052	0	25.9588	0	25.8275	0	
	PRIM1	DNA primase small subunit	6	6	P49642	P49642	6	6	6	49.901	16.2	1.55776218297108	0.0305463975754	26.1827	0	25.6026	0	25.6734	0	25.1415	0	25.3129	0	25.0859	0	
	USP1	Ubiquitin carboxyl-terminal hydrolase 1	11	11	O94782	O94782	11	11	11	88.206	16.3	1.24434453913273	0.006812554662721	25.8814	0	25.9591	0	25.9125	0	25.6978	0	25.6087	0	25.5003	0	
	DDX19A;DDX19B	ATP-dependent RNA helicase DDX19A;ATP-dependent RNA helicase DDX19B	6	6	Q9NUU7;Q9UMR2	Q9NUU7;Q9UMR2	6;5	6;5	6;5	53.974	16.3	1.50003379055585	0.012669807020493	25.9545	0	25.7087	0	25.5663	0	25.2232	0	25.2433	0	25.008	0	
	FARSA	Phenylalanine--tRNA ligase alpha subunit	6	6	Q9Y285	Q9Y285	6	6	6	57.563	11.8	0.51362417029939	0.004921755100141	24.6839	0	24.9723	0	25.1101	0	25.8494	0	26.0991	0	25.7015	0	
	Sep-03	Neuronal-specific septin-3	7	7	Q9UH03	Q9UH03	7	7	7	40.703	19.8	1.93188203137703	0.01499995651382	26.2185	0	25.6317	0	25.4922	0	24.8469	0	24.938	0	24.7074	0	
	KPNA6	Importin subunit alpha-7	7	7	O60684;O15131	O60684	7;1	7;1	7;1	60.029	11.9	0.634081416311319	0.049476617368168	25.618	0	25.124	0	24.9861	0	26.0375	0	26.0369	0	25.6256	0	
	CTNNB1	Catenin beta-1	6	6	P35222	P35222	6	6	6	85.496	9	1.55148311940126	0.033228443625489	26.043	0	25.6803	0	26.2676	0	25.2943	0	25.2335	0	25.5621	0	
	SART1	U4/U6.U5 tri-snRNP-associated protein 1	12	12	O43290	O43290	12	12	12	90.254	19.4	1.84060110531945	0.011258486204561	26.1011	0	25.6259	0	26.1435	0	25.2235	0	25.1399	0	24.8666	0	
	SNAP23	Synaptosomal-associated protein 23	6	6	O00161	O00161	6	6	6	23.354	33.6	1.34411446175242	0.035949263721085	25.2522	0	25.3102	0	25.3144	0	25.1138	0	24.8371	0	24.6459	0	
	KCTD10	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	7	7	Q9H3F6;Q13829;Q8WZ19;REV__Q9HBY8	Q9H3F6	7;2;2;1	7;2;2;1	7;2;2;1	35.432	26.8	1.65035112307142	0.035931057560285	26.0823	0	25.2886	0	25.7879	0	25.024	0	25.0091	0	24.9573	0	
	MID1	E3 ubiquitin-protein ligase Midline-1	5	5	O15344	O15344	5	5	5	75.25	6.9	1.42999985428991	0.040969437382945	25.6719	0	25.7885	0	25.4073	0	25.3662	0	24.9372	0	25.0162	0	
	TOM1L2	TOM1-like protein 2	9	9	Q6ZVM7	Q6ZVM7	9	9	9	55.556	26.2	1.51079823138325	0.009607270084891	25.6861	0	25.5107	0	25.7302	0	24.9336	0	24.9429	0	25.2646	0	
	WTAP	Pre-mRNA-splicing regulator WTAP	5	5	Q15007	Q15007	5	5	5	44.243	16.7	1.99823741070953	0.033619403221159	26.1978	0	25.2861	0	25.9981	0	24.6529	0	24.7076	0	25.1252	0	
	GSK3B	Glycogen synthase kinase-3 beta	6	5	P49841	P49841	6	6	5	46.744	21.2	1.81314713119042	0.012627576260937	25.7259	0	25.2467	0	25.2873	0	24.6481	0	24.7261	0	24.3102	0	
	PTBP1	Polypyrimidine tract-binding protein 1	8	8	P26599;O95758	P26599	8;1	8;1	8;1	57.221	21.7	1.34641952214025	0.040242967692134	25.2691	0	25.2975	0	25.1387	0	24.5382	0	24.9123	0	24.9674	0	
	BAG2	BAG family molecular chaperone regulator 2	5	5	O95816	O95816	5	5	5	23.772	21.8	1.99054984755508	0.030033780332153	26.1909	0	25.2256	0	25.4728	0	24.4817	0	24.7676	0	24.6605	0	
	PITPNA	Phosphatidylinositol transfer protein alpha isoform	9	7	Q00169	Q00169	9	7	7	31.806	40	1.40936862242359	0.028064673883117	25.2744	0	25.0354	0	25.126	0	24.7436	0	24.3945	0	24.8125	0	
	GATAD2A	Transcriptional repressor p66-alpha	10	9	Q86YP4	Q86YP4	10	10	9	68.062	21.3	1.50296040247244	0.048742746874618	25.5224	0	25.2913	0	25.802	0	25.248	0	24.7822	0	24.8221	0	12
	INA	Alpha-internexin	12	10	Q16352	Q16352	12	10	10	55.39	21.6	1.99592844460245	0.038461834962208	25.4653	0	25.1082	0	26.1184	0	24.7909	0	24.6066	0	24.3033	0	
	HECTD1	E3 ubiquitin-protein ligase HECTD1	12	12	Q9ULT8	Q9ULT8	12	12	12	289.38	6.2	1.95863286816907	0.013183478036511	26.1251	0	26.0916	0	26.5017	0	25.6211	0	24.9848	0	25.203	0	
	YEATS4	YEATS domain-containing protein 4	6	6	O95619	O95619	6	6	6	26.499	30	1.80263461581176	0.027976926378547	25.5238	0	25.0297	0	25.2053	0	24.8069	0	24.2744	0	24.1272	0	
	YTHDF2	YTH domain-containing family protein 2	6	4	Q9Y5A9;Q9BYJ9	Q9Y5A9	6;2	6;2	4;0	62.333	11.4	1.26081971586991	0.045628900091162	25.5382	0	25.5271	0	25.1931	0	25.0943	0	25.1284	0	25.0326	0	
	HCFC1	Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6	10	10	P51610;Q9Y5Z7	P51610	10;1	10;1	10;1	208.73	7.5	1.32513927682818	0.02860026123525	25.3187	0	25.5852	0	25.309	0	25.091	0	25.0662	0	24.8373	0	
	RNF167	E3 ubiquitin-protein ligase RNF167	1	1	Q9H6Y7	Q9H6Y7	1	1	1	38.298	6.6	1.37022517789354	0.04411537751189	25.3231	0	25.3133	0	25.1974	0	24.7042	0	24.6422	0	25.1242	0	
	RABGAP1	Rab GTPase-activating protein 1	8	6	Q9Y3P9	Q9Y3P9	8	8	6	121.74	9.4	1.57354343245018	0.024608208623545	25.5455	0	25.1452	0	25.558	0	24.9822	0	24.5401	0	24.7644	0	
	ZNHIT6	Box C/D snoRNA protein 1	8	8	Q9NWK9	Q9NWK9	8	8	8	53.918	23	1.68087798140647	0.001440920433254	25.534	0	25.3654	0	25.4202	0	24.7753	0	24.7697	0	24.5269	0	
	RAB11FIP1	Rab11 family-interacting protein 1	8	8	Q6WKZ4	Q6WKZ4	8	8	8	137.17	7.5	1.05536145645646	0.006769708989436	25.1264	0	25.14	0	25.1274	0	25.0354	0	25.0431	0	25.0821	0	
	GK;GK3P	Glycerol kinase;Putative glycerol kinase 3	8	8	P32189;Q14409;Q14410	P32189;Q14409	8;7;1	8;7;1	8;7;1	61.244	15.9	1.72768835042744	0.012683525897667	25.4409	0	25.7539	0	25.1888	0	24.8246	0	24.6562	0	24.5362	0	
	EIF5B	Eukaryotic translation initiation factor 5B	11	11	O60841	O60841	11	11	11	138.83	8.7	1.76427566855199	0.020778777851092	25.7505	0	25.3928	0	25.8341	0	24.4937	0	25.0563	0	24.9702	0	
	SWAP70	Switch-associated protein 70	8	8	Q9UH65	Q9UH65	8	8	8	68.997	12.8	1.92808145245945	0.001631097792669	25.7632	0	25.3963	0	25.3809	0	24.5596	0	24.5606	0	24.5787	0	
	SRPRB	Signal recognition particle receptor subunit beta	5	5	Q9Y5M8	Q9Y5M8	5	5	5	29.702	24.4	1.25278253038222	0.03488349574809	24.6503	0	24.9649	0	24.7333	0	24.3713	0	24.5011	0	24.5008	0	
	MSH6	DNA mismatch repair protein Msh6	10	10	P52701	P52701	10	10	10	152.78	8.4	0.784391061197074	0.041833095306024	25.2228	0	25.0236	0	25.2294	0	25.5249	0	25.6693	0	25.3326	0	
	SON	Protein SON	10	10	P18583	P18583	10	10	10	263.83	5.2	1.60093640509625	0.027575284382999	25.7187	0	25.9867	0	26.1304	0	24.9739	0	25.3002	0	25.525	0	
	Sep-09	Septin-9	6	6	Q9UHD8	Q9UHD8	6	6	6	65.401	12.3	1.26274908816941	0.049604377052982	24.9534	0	24.6981	0	25.0383	0	24.6807	0	24.5392	0	24.4601	0	
	CDC73	Parafibromin	5	5	Q6P1J9	Q6P1J9	5	5	5	60.576	9	1.36538896759852	0.023783184228478	25.0992	0	24.6959	0	24.9774	0	24.4732	0	24.4031	0	24.5482	0	
	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31	6	6	Q8WWY3	Q8WWY3	6	6	6	55.455	15.6	1.48880829643561	0.015859153403302	24.9559	0	25.0818	0	24.7408	0	24.1756	0	24.3502	0	24.5302	0	
	TACC3	Transforming acidic coiled-coil-containing protein 3	10	10	Q9Y6A5	Q9Y6A5	10	10	10	90.359	13.1	1.65108454911472	0.005624449218319	24.9965	0	24.9326	0	24.7978	0	24.3046	0	23.9456	0	24.3065	0	
	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	8	8	Q1KMD3	Q1KMD3	8	8	8	85.104	12.4	1.81511631380904	0.000177709236091	25.0653	0	25.1065	0	25.2595	0	24.3301	0	24.275	0	24.246	0	
	ATP6V0A2	V-type proton ATPase 116 kDa subunit a isoform 2	5	5	Q9Y487	Q9Y487	5	5	5	98.081	5.8	1.64835844620039	0.016923103088721	24.9534	0	24.6992	0	25.2083	0	24.3097	0	24.3703	0	24.0178	0	
	NVL	Nuclear valosin-containing protein-like	9	9	O15381	O15381	9	9	9	95.05	13.8	0.639475503630005	0.002852791290873	23.9268	0	24.2141	0	24.0151	0	24.7126	0	24.7759	0	24.6026	0	
	TMEM57	Macoilin	6	6	Q8N5G2	Q8N5G2	6	6	6	76.177	10.2	0.626471593889151	0.002514780012996	24.0746	0	24.2436	0	24.1727	0	24.8242	0	24.6949	0	24.9959	0	
	OXSR1	Serine/threonine-protein kinase OSR1	4	4	O95747	O95747	4	4	4	58.022	8.9	1.83694827060856	0.017658345097719	24.6912	0	25.2818	0	24.6046	0	23.8716	0	23.9506	0	24.1234	0	
	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	6	6	Q5QJE6	Q5QJE6	6	6	6	84.468	9.3	1.45937839397309	0.018838225879721	24.9443	0	24.5095	0	24.5252	0	24.0994	0	24.1054	0	24.1381	0	
	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	8	8	Q9BVJ6;Q5TAP6	Q9BVJ6	8;1	8;1	8;1	87.977	13.1	1.46175446691927	0.023745974658949	24.7585	0	24.4011	0	24.5252	0	23.7896	0	24.152	0	24.1	0	
	LIMA1	LIM domain and actin-binding protein 1	6	6	Q9UHB6	Q9UHB6	6	6	6	85.225	9.1	1.78686916034229	0.010831534815669	24.9461	0	24.5683	0	24.6229	0	24.0832	0	23.9434	0	23.5984	0	
	RQCD1	Cell differentiation protein RCD1 homolog	3	3	Q92600	Q92600	3	3	3	33.631	11	1.91312083645064	0.005774042816519	24.3089	0	23.9937	0	24.5268	0	23.4984	0	23.2791	0	23.2442	0	
	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	8	8	O14920	O14920	8	8	8	86.563	12.7	1.50509651142334	0.048127134005789	24.3158	0	24.1204	0	24.4	0	24.0007	0	23.3372	0	23.7287	0	
	SYP	Synaptophysin	1	1	P08247	P08247	1	1	1	33.845	3.2	1.75003041999826	0.047623356360093	22.2464	1	21.7696	1	22.5994	0	21.6228	1	21.469	1	21.1015	1	
	GPHN	Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase	4	4	Q9NQX3	Q9NQX3	4	4	4	79.748	6	1.32209147517111	0.013964969772578	24.4556	0	24.1619	0	24.1839	0	23.8804	0	23.8873	0	23.8251	0	
	RABGAP1L	Rab GTPase-activating protein 1-like	5	5	Q5R372	Q5R372	5	5	5	92.512	6.9	1.52361986179338	0.015927587514435	24.2061	0	24.3569	0	24.4	0	23.8181	0	23.4373	0	23.885	0	
	PRC1	Protein regulator of cytokinesis 1	7	7	O43663	O43663	7	7	7	71.606	12.1	1.13935078933235	0.014088021313643	23.8653	0	23.8034	0	23.8794	0	23.6748	0	23.7204	0	23.5884	0	
	THOC2	THO complex subunit 2	6	6	Q8NI27	Q8NI27	6	6	6	182.77	4.8	1.88503720726984	0.000289161187767	24.9928	0	24.855	0	24.8588	0	23.9228	0	23.9277	0	24.1123	0	
	MRE11A	Double-strand break repair protein MRE11A	5	5	P49959	P49959	5	5	5	80.592	7.5	1.276820747755	0.019971008660282	23.8058	0	23.9033	0	24.0874	0	23.6664	0	23.5154	0	23.557	0	
	RANBP3	Ran-binding protein 3	6	6	Q9H6Z4	Q9H6Z4	6	6	6	60.209	13.1	1.804973930238	0.000526611089086	24.0972	0	24.0629	0	24.2782	0	23.267	0	23.2233	0	23.392	0	
	GEMIN4	Gem-associated protein 4	6	6	P57678	P57678	6	6	6	120.04	6.5	1.28346237180592	0.043689794302819	24.1383	0	23.9782	0	23.8239	0	23.4789	0	23.7698	0	23.6116	0	
	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	5	3	O00308	O00308	5	4	3	98.911	6	1.73921947473403	0.009905125898882	24.1325	0	24.1415	0	24.0031	0	23.3746	0	23.5343	0	22.9728	0	
	MKRN1	E3 ubiquitin-protein ligase makorin-1	4	4	Q9UHC7;Q13434	Q9UHC7	4;1	4;1	4;1	53.349	14.1	1.83675856235348	0.044695108922945	24.1438	0	23.9743	0	24.1972	0	23.2181	0	23.746	0	22.7197	0	
	AHCYL1	Putative adenosylhomocysteinase 2	5	2	O43865	O43865	5	2	2	58.951	10.4	0.55523368449129	0.044266990766316	21.2803	1	20.8715	1	21.2767	1	22.3416	0	21.4842	1	22.1492	1	
	UPF3B	Regulator of nonsense transcripts 3B	3	3	Q9BZI7	Q9BZI7	3	3	3	57.761	7.5	0.512116873617655	0.040027641366007	21.0527	1	21.8135	1	21.5767	1	22.6437	0	22.7089	0	21.9867	1	
	POU2F1;POU2F3;POU2F2	POU domain, class 2, transcription factor 1;POU domain, class 2, transcription factor 3;POU domain, class 2, transcription factor 2	3	3	P14859;Q9UKI9;P09086	P14859;Q9UKI9;P09086	3;2;2	3;2;2	3;2;2	76.471	6.1	0.532451491115299	0.027442267916607	20.9359	1	21.012	1	21.6704	1	22.2123	0	22.2795	0	21.8543	1	
	GDAP2	Ganglioside-induced differentiation-associated protein 2	2	2	Q9NXN4	Q9NXN4	2	2	2	56.224	6.6	0.583131434328049	0.007290712957946	21.44	1	21.485	1	21.7088	1	22.5738	1	22.2564	0	22.1378	1	
	TNRC6A	Trinucleotide repeat-containing gene 6A protein	4	4	Q8NDV7	Q8NDV7	4	4	4	210.29	2.2	1.82927249483616	0.047835464998001	23.0133	0	22.6316	1	23.3149	0	21.9089	1	22.589	1	21.8482	1	
	NDRG1	Protein NDRG1	1	1	Q92597	Q92597	1	1	1	42.835	3.6	1.61526290346427	0.04100057996655	22.1025	1	22.1636	0	21.7813	1	21.2377	1	21.0286	1	21.7057	1	
	CIZ1	Cip1-interacting zinc finger protein	4	4	Q9ULV3	Q9ULV3	4	4	4	100.04	5.8	1.97894977802701	0.007723604021492	21.328	0	21.7069	1	21.2535	1	20.1646	1	20.564	1	20.6056	1	
	NIN	Ninein	5	4	Q8N4C6	Q8N4C6	5	4	4	243.25	2.7	0.609488540117226	0.047642001670283	21.8966	1	21.9676	1	22.0501	1	22.2156	1	23.0633	0	22.7784	0	
	FOXN4	Forkhead box protein N4	2	2	Q96NZ1	Q96NZ1	2	2	2	55.214	4.6	1.76778276596429	0.015369155334902	22.2401	1	22.6679	1	22.1129	0	21.4895	1	21.7275	1	21.3382	1	
	CYLD	Ubiquitin carboxyl-terminal hydrolase CYLD	2	2	Q9NQC7	Q9NQC7	2	2	2	107.31	2.2	0.569650518469029	0.036840880387871	21.7269	1	21.5181	1	21.3054	1	22.1979	0	22.7825	1	22.0056	1	
	CASC3	Protein CASC3	1	1	O15234	O15234	1	1	1	76.277	1.6	1.55956426164434	0.028038191652604	22.0272	0	21.9292	1	21.9588	1	21.2719	1	21.6816	1	21.0383	1	
	SELT	Selenoprotein T	1	1	P62341	P62341	1	1	1	22.324	6.7	1.67164326073283	0.049294674131221	21.0733	1	21.2705	1	21.768	1	20.649	1	20.908	1	20.331	0	
	FCHSD2	F-BAR and double SH3 domains protein 2	2	2	O94868	O94868	2	2	2	84.275	3.9	1.98354757409794	0.031675246259855	21.8733	1	21.834	1	21.6213	1	21.3748	1	20.5447	0	20.4448	1	
	PKN3	Serine/threonine-protein kinase N3	2	2	Q6P5Z2	Q6P5Z2	2	2	2	99.419	3.3	0.751900152958387	0.03717320442491	20.9418	1	20.694	1	20.911	1	21.3836	1	21.354	0	21.0434	1	
	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	2	2	P61803	P61803	2	2	2	12.497	9.7	1.72190553786673	0.009768547665988	22.085	1	22.5383	1	22.1504	0	21.2948	1	21.5221	1	21.6048	1	
	PDLIM5	PDZ and LIM domain protein 5	2	2	Q96HC4	Q96HC4	2	2	2	63.944	5.9	1.92913886969314	0.044098112391428	21.3459	1	21.39	1	22.0801	1	20.2761	1	21.0528	1	20.6432	0	
	GBE1	1,4-alpha-glucan-branching enzyme	1	1	Q04446	Q04446	1	1	1	80.473	1.7	1.65627932706018	0.03208337149248	21.465	1	21.7032	1	22.1703	1	21.0597	0	21.2021	1	20.8928	1	
	AATF	Protein AATF	1	1	Q9NY61	Q9NY61	1	1	1	63.132	2.5	1.42226076427076	0.018724490102222	21.6125	1	21.2801	1	21.4076	1	20.7432	1	21.0228	1	21.0096	0	
	UHRF1BP1L	UHRF1-binding protein 1-like	2	2	A0JNW5	A0JNW5	2	2	2	164.2	1.4	1.86604658129885	0.006462342922296	22.0619	1	21.5363	1	21.6115	1	20.7927	0	20.9435	1	20.7735	1	
	TTK	Dual specificity protein kinase TTK	3	3	P33981	P33981	3	3	3	97.071	3.9	0.063193062741846	0.367098829709737	21.3198	1	21.406	1	21.5589	1	21.9071	1	33.2398	0	21.09	1	
	UBE2D3	Ubiquitin-conjugating enzyme E2 D3	3	2	P61077	P61077	3	3	2	16.687	14.3	0.323327920559843	0.126633905178993	28.0516	0	30.3586	0	28.3426	0	31.3222	0	30.5049	0	29.8125	0	
	LONRF1	LON peptidase N-terminal domain and RING finger protein 1	1	1	Q17RB8	Q17RB8	1	1	1	86.724	1.4	0.107377230108698	0.345119898474426	21.8318	1	20.0065	1	22.5625	1	30.4458	0	21.0502	1	22.5625	1	
	ZMYM4	Zinc finger MYM-type protein 4	2	2	Q5VZL5	Q5VZL5	2	2	2	172.79	1.3	0.147868842627937	0.4254102992192	21.4309	1	23.2399	1	21.5347	1	21.287	1	30.9085	0	22.2829	1	
	SPG20	Spartin	16	16	Q8N0X7	Q8N0X7	16	16	16	72.832	30.6	0.344415028258759	0.069440046021838	29.2759	0	28.8261	0	27.2614	0	30.0006	0	30.2137	0	29.7624	0	362
	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	9	8	P63092;Q5JWF2	P63092;Q5JWF2	9;9	9;9	8;8	45.664	31.7	0.395620749609343	0.093831789717807	26.1903	0	28.2936	0	27.2728	0	28.6791	0	28.4527	0	28.6383	0	
	RPS20	40S ribosomal protein S20	4	4	P60866	P60866	4	4	4	13.373	25.2	0.454420555165307	0.086480860047105	26.831	0	28.0565	0	26.6902	0	27.8858	0	28.7675	0	28.338	0	4;8
	PRMT1	Protein arginine N-methyltransferase 1	13	13	Q99873;Q9NR22	Q99873	13;3	13;3	13;3	42.461	36.1	0.142232198096595	0.247542629565373	21.3654	1	27.6165	0	27.5399	0	28.5881	0	27.9475	0	28.4272	0	
	CLTC	Clathrin heavy chain 1	33	33	Q00610;P53675	Q00610	33;5	33;5	33;5	191.61	26.4	0.459173090014399	0.092163720882569	28.3402	0	28.1308	0	26.7874	0	29.0668	0	28.9823	0	28.5779	0	
	PEX13	Peroxisomal membrane protein PEX13	2	2	Q92968	Q92968	2	2	2	44.129	5	0.111392962872329	0.342174782600088	21.0883	1	20.4182	1	21.3214	1	21.0816	1	21.2816	1	29.9636	0	
	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	12	12	P08243	P08243	12	12	12	64.369	27.5	0.42415103868632	0.074966977254554	27.3158	0	27.593	0	25.9342	0	28.295	0	28.1919	0	28.0681	0	
	PIBF1	Progesterone-induced-blocking factor 1	30	30	Q8WXW3	Q8WXW3	30	30	30	89.804	40.3	0.446106477061534	0.07458646080929	27.8553	0	27.5383	0	26.278	0	28.2659	0	28.4754	0	28.4239	0	
	HIST2H3A;HIST3H3;H3F3A;HIST1H3A;H3F3C	Histone H3.2;Histone H3.1t;Histone H3.3;Histone H3.1;Histone H3.3C	3	3	Q71DI3;Q16695;P84243;P68431;Q6NXT2	Q71DI3;Q16695;P84243;P68431;Q6NXT2	3;3;3;3;2	3;3;3;3;2	3;3;3;3;2	15.388	12.5	0.403086116948555	0.578271781335781	28.6112	0	28.0889	0	21.9912	1	26.683	0	27.8316	0	28.1092	0	57
	RANBP1	Ran-specific GTPase-activating protein	5	5	P43487	P43487	5	5	5	23.31	37.8	0.152856520433171	0.242629721658591	21.1452	1	27.184	0	26.9699	0	27.8419	0	27.8045	0	27.7819	0	
	SUMO1	Small ubiquitin-related modifier 1	5	5	P63165	P63165	5	5	5	11.557	42.6	0.127184079936916	0.173584522855947	26.4001	0	27.2233	0	21.4733	1	28.1417	0	28.1129	0	27.7672	0	7;16;17
	DDI2	Protein DDI1 homolog 2	8	8	Q5TDH0	Q5TDH0	8	8	8	44.522	30.8	0.162194859326897	0.257687291055508	26.9663	0	27.3556	0	21.2189	1	27.8024	0	27.5373	0	28.0737	0	
	PSMD2	26S proteasome non-ATPase regulatory subunit 2	16	16	Q13200	Q13200	16	16	16	100.2	20.2	0.377113316379988	0.197034828402644	27.7731	0	26.8099	0	24.7096	0	28.0408	0	27.7321	0	27.7405	0	
	UBE2D1;UBE2D4	Ubiquitin-conjugating enzyme E2 D1;Ubiquitin-conjugating enzyme E2 D4	2	2	P51668;Q9Y2X8	P51668;Q9Y2X8	2;1	2;1	2;1	16.602	12.2	0.300911260424228	0.457470401182101	26.5875	0	21.3983	1	28.3732	0	27.6045	0	26.6886	0	27.2636	0	
	HMGB1;HMGB1P1	High mobility group protein B1;Putative high mobility group protein B1-like 1	10	7	P09429;B2RPK0	P09429;B2RPK0	10;5	10;5	7;3	24.893	41.4	0.158633568761942	0.138991102554135	25.5945	0	26.4374	0	21.849	1	26.9293	0	27.8689	0	27.0513	0	
	MYH10	Myosin-10	42	35	P35580;REV__Q8IYT3	P35580	42;1	38;1	35;1	229	22.6	0.263393199041175	0.129672534684456	28.0495	0	24.5881	0	26.7001	0	28.3586	0	28.5263	0	28.2269	0	
	GCC2	GRIP and coiled-coil domain-containing protein 2	44	43	Q8IWJ2	Q8IWJ2	44	44	43	195.91	26.8	0.497983552992364	0.109912478192823	27.9023	0	26.3601	0	27.659	0	28.0977	0	28.4558	0	28.3855	0	
	IPO5	Importin-5	21	20	O00410	O00410	21	21	20	123.63	27.3	0.476566682775291	0.059388177789278	26.17	0	27.2138	0	26.1652	0	27.2809	0	28.0003	0	27.4756	0	
	CALU	Calumenin	7	7	O43852	O43852	7	7	7	37.106	17.5	0.46951071889865	0.051209436858756	25.5458	0	26.9033	0	26.2563	0	27.303	0	27.2403	0	27.4345	0	
	PSMA7	Proteasome subunit alpha type-7	7	7	O14818;Q8TAA3	O14818	7;3	7;3	7;3	27.887	33.1	0.485088539320035	0.217117585158578	24.7748	0	26.946	0	26.8397	0	27.3855	0	27.2482	0	27.0579	0	
	MCM4	DNA replication licensing factor MCM4	19	18	P33991	P33991	19	19	18	96.557	26.5	0.215782534123796	0.27350545962629	27.3044	0	27.0699	0	21.9691	1	27.8423	0	27.6903	0	27.4479	0	
